G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.36506672860509115,5000,1502,42,1502,0,1,0.9720372836218375,42,7,7,,0.02796271637816245,1
0,0.3820980915133843,5000,269,114,269,0,2,0.5762081784386617,114,8,8,,0.42379182156133827,1
0,0.5142792241027322,5000,834,102,834,0,3,0.8776978417266187,102,9,9,,0.1223021582733813,1
0,0.47230850032161675,5000,713,110,713,0,4,0.8457223001402524,110,6,6,,0.15427769985974754,1
0,0.3160973215442194,5000,766,98,766,0,5,0.8720626631853786,98,6,6,,0.1279373368146214,1
0,0.6789719781539201,5000,2015,10,2015,0,6,0.9950372208436724,10,7,7,,0.004962779156327543,1
0,0.26708194643878397,5000,986,26,986,0,7,0.973630831643002,26,8,8,,0.02636916835699797,1
0,0.3813837642443078,5000,426,73,426,0,8,0.8286384976525821,73,8,8,,0.17136150234741784,1
0,0.22137910818125422,5000,1915,35,1915,0,9,0.9817232375979112,35,7,7,,0.018276762402088774,1
0,0.32956697658402206,5000,528,253,528,0,10,0.5208333333333334,253,8,8,,0.4791666666666667,1
