run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_91df2eef7550,active,0,200,80,80,40,21562.49999999999999999999999,0.009275362318840579710144927541
balanced_active_91df2eef7550,active,1,140,40,100,0,24919.84999999999999999999999,0.005618011344370050381523163264
