run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_744d4f8ecd8a,active,H2,PAY_a52b4493166e,1,823,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H2,PAY_53627e44bfb7,1,500,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H5,PAY_d409fa93c0bb,2,4216,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H5,PAY_2920d15c4556,2,500,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H1,PAY_b0c1b8ededf0,4,927,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H1,PAY_573e2d16717d,4,500,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H4,PAY_91d6780b7fec,5,5159,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H4,PAY_540e5dcc5158,5,500,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H3,PAY_7e9c797d3299,8,1372,repaid,0,0,0,no_trade
balanced_active_744d4f8ecd8a,active,H3,PAY_5d216f79f457,8,500,repaid,0,0,0,no_trade
