G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.379187772149649,11208,1023,509,1023,0,1,0.5024437927663734,509,8,8,,0.4975562072336266,1
0,0.35536209425512527,11208,1812,176,1812,0,2,0.9028697571743929,176,7,7,,0.09713024282560706,1
0,0.21427574486252166,11208,349,349,349,0,3,0,349,9,9,,1,1
0,0.5384948096885813,11208,408,114,408,0,4,0.7205882352941176,114,9,9,,0.27941176470588236,1
0,0.39797893835786874,11208,2196,90,2196,0,5,0.9590163934426229,90,6,6,,0.040983606557377046,1
0,0.7495870000816578,11208,1596,222,1596,0,6,0.8609022556390977,222,6,6,,0.13909774436090225,1
0,0.3822290403486985,11208,351,351,351,0,7,0,351,6,6,,1,1
0,0.5101054065768141,11208,1383,131,1383,0,8,0.9052783803326103,131,8,8,,0.09472161966738973,1
0,0.3139330621301775,11208,208,208,208,0,9,0,208,6,6,,1,1
0,0.2996763075602275,11208,633,167,633,0,10,0.7361769352290679,167,7,7,,0.2638230647709321,1
