G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.09210883866523706,51813,1378,1378,1378,0,1,0,1378,13,10,,1,1
0,0.09517540746443079,51813,1169,1169,1169,0,2,0,1169,13,10,,1,1
0,0.10132037857744765,51813,1432,1432,1432,0,3,0,1432,13,10,,1,1
0,0.11312342449464922,51813,1450,1450,1450,0,4,0,1450,13,10,,1,1
0,0.11769579983604411,51813,1905,1905,1905,0,5,0,1905,13,10,,1,1
0,0.10564536369209501,51813,1479,1479,1479,0,6,0,1479,13,10,,1,1
0,0.10319920216398779,51813,1377,1377,1377,0,7,0,1377,13,10,,1,1
0,0.09558830987058299,51813,1256,1256,1256,0,8,0,1256,13,10,,1,1
0,0.14086347066204366,51813,1835,1835,1835,0,9,0,1835,13,10,,1,1
0,0.10122407535167915,51813,1673,1673,1673,0,10,0,1673,13,10,,1,1
