run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_1567e8a5c8cf,active,H2,PAY_431e247ec1c0,1,5829,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H2,PAY_682b72936ac1,1,500,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H5,PAY_cfd4c848b30e,2,3566,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H5,PAY_160fb2ff3f8f,2,500,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H1,PAY_aa674072aa93,4,183,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H1,PAY_ae2811bfa0f5,4,500,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H4,PAY_af8d1be6ec89,5,2605,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H4,PAY_3877be1816ab,5,500,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H3,PAY_462720253fac,8,314,repaid,0,0,0,no_trade
balanced_active_1567e8a5c8cf,active,H3,PAY_d3c88aafe8b7,8,500,repaid,0,0,0,no_trade
