run_id,phase,seed,n_agents,kappa,concentration,mu,monotonicity,maturity_days,Q_total,S1,L0,scenario_yaml,events_jsonl,balances_csv,metrics_csv,metrics_html,run_html,default_handling,dealer_enabled,status,time_to_stability,phi_total,delta_total,error
balanced_passive_2426b2aae24b,balanced_passive,42,5,0.25,0.2,0,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_passive_2426b2aae24b/scenario.yaml,../runs/balanced_passive_2426b2aae24b/out/events.jsonl,../runs/balanced_passive_2426b2aae24b/out/balances.csv,../runs/balanced_passive_2426b2aae24b/out/metrics.csv,../runs/balanced_passive_2426b2aae24b/out/metrics.html,../runs/balanced_passive_2426b2aae24b/run.html,fail-fast,False,completed,1,1,0,
balanced_passive_d45e9fa72bf0,balanced_passive,43,5,0.25,0.2,0.25,0,10,10000,15000.01796328173601348000250,52499.99999999999999999999999,../runs/balanced_passive_d45e9fa72bf0/scenario.yaml,../runs/balanced_passive_d45e9fa72bf0/out/events.jsonl,../runs/balanced_passive_d45e9fa72bf0/out/balances.csv,../runs/balanced_passive_d45e9fa72bf0/out/metrics.csv,../runs/balanced_passive_d45e9fa72bf0/out/metrics.html,../runs/balanced_passive_d45e9fa72bf0/run.html,fail-fast,False,completed,9,0.03360448059741298839845312708,0.9663955194025870116015468729,
balanced_passive_50c996c5d1a0,balanced_passive,44,5,0.25,0.2,0.5,0,10,10000,15000.00000000000000000000001,52499.99999999999999999999999,../runs/balanced_passive_50c996c5d1a0/scenario.yaml,../runs/balanced_passive_50c996c5d1a0/out/events.jsonl,../runs/balanced_passive_50c996c5d1a0/out/balances.csv,../runs/balanced_passive_50c996c5d1a0/out/metrics.csv,../runs/balanced_passive_50c996c5d1a0/out/metrics.html,../runs/balanced_passive_50c996c5d1a0/run.html,fail-fast,False,completed,9,0,1,
balanced_passive_1ddeae766a1c,balanced_passive,45,5,0.25,0.2,0.75,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_passive_1ddeae766a1c/scenario.yaml,../runs/balanced_passive_1ddeae766a1c/out/events.jsonl,../runs/balanced_passive_1ddeae766a1c/out/balances.csv,../runs/balanced_passive_1ddeae766a1c/out/metrics.csv,../runs/balanced_passive_1ddeae766a1c/out/metrics.html,../runs/balanced_passive_1ddeae766a1c/run.html,fail-fast,False,completed,8,1,0,
balanced_passive_af0ec76d7ab1,balanced_passive,46,5,0.25,0.2,1,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_passive_af0ec76d7ab1/scenario.yaml,../runs/balanced_passive_af0ec76d7ab1/out/events.jsonl,../runs/balanced_passive_af0ec76d7ab1/out/balances.csv,../runs/balanced_passive_af0ec76d7ab1/out/metrics.csv,../runs/balanced_passive_af0ec76d7ab1/out/metrics.html,../runs/balanced_passive_af0ec76d7ab1/run.html,fail-fast,False,completed,10,0.1271502867048939858647819709,0.8728497132951060141352180291,
balanced_passive_5fcb960b211c,balanced_passive,47,5,0.25,0.5,0,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_passive_5fcb960b211c/scenario.yaml,../runs/balanced_passive_5fcb960b211c/out/events.jsonl,../runs/balanced_passive_5fcb960b211c/out/balances.csv,../runs/balanced_passive_5fcb960b211c/out/metrics.csv,../runs/balanced_passive_5fcb960b211c/out/metrics.html,../runs/balanced_passive_5fcb960b211c/run.html,fail-fast,False,completed,1,1,0,
balanced_passive_ec8f1c38080a,balanced_passive,48,5,0.25,0.5,0.25,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_passive_ec8f1c38080a/scenario.yaml,../runs/balanced_passive_ec8f1c38080a/out/events.jsonl,../runs/balanced_passive_ec8f1c38080a/out/balances.csv,../runs/balanced_passive_ec8f1c38080a/out/metrics.csv,../runs/balanced_passive_ec8f1c38080a/out/metrics.html,../runs/balanced_passive_ec8f1c38080a/run.html,fail-fast,False,completed,9,1,0,
balanced_passive_525763cab8dd,balanced_passive,49,5,0.25,0.5,0.5,0,10,10000,14999.99999999999999999999999,52499.99999999999999999999999,../runs/balanced_passive_525763cab8dd/scenario.yaml,../runs/balanced_passive_525763cab8dd/out/events.jsonl,../runs/balanced_passive_525763cab8dd/out/balances.csv,../runs/balanced_passive_525763cab8dd/out/metrics.csv,../runs/balanced_passive_525763cab8dd/out/metrics.html,../runs/balanced_passive_525763cab8dd/run.html,fail-fast,False,completed,9,0.1654330866173234646929385877,0.8345669133826765353070614123,
balanced_passive_926796177955,balanced_passive,50,5,0.25,0.5,0.75,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_passive_926796177955/scenario.yaml,../runs/balanced_passive_926796177955/out/events.jsonl,../runs/balanced_passive_926796177955/out/balances.csv,../runs/balanced_passive_926796177955/out/metrics.csv,../runs/balanced_passive_926796177955/out/metrics.html,../runs/balanced_passive_926796177955/run.html,fail-fast,False,completed,8,1,0,
balanced_passive_6a27d7076b37,balanced_passive,51,5,0.25,0.5,1,0,10,10000,15000.00000000000000000000000,52499.99999999999999999999999,../runs/balanced_passive_6a27d7076b37/scenario.yaml,../runs/balanced_passive_6a27d7076b37/out/events.jsonl,../runs/balanced_passive_6a27d7076b37/out/balances.csv,../runs/balanced_passive_6a27d7076b37/out/metrics.csv,../runs/balanced_passive_6a27d7076b37/out/metrics.html,../runs/balanced_passive_6a27d7076b37/run.html,fail-fast,False,completed,10,1,0,
