G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.9181891625057214,14375,11701,0,11701,0,1,1,0,2,1,,0,
0,1,14375,500,0,500,0,2,1,0,1,1,,0,
0,0.5310625941256572,14375,1332,0,1332,0,8,1,0,2,1,,0,
0,0.9960159521276808,14375,501,0,501,0,9,1,0,2,1,,0,
0,0.5006973020436976,14375,964,0,964,0,10,1,0,2,1,,0,
