run_id,kappa,concentration,mu,outside_mid_ratio,delta_passive,delta_active,trading_effect,trading_relief_ratio,dealer_trade_count,trader_dealer_trade_count,n_traders_using_dealer,total_face_traded,total_cash_volume,dealer_active_fraction,dealer_empty_fraction,vbt_usage_fraction,mean_debt_to_money,final_debt_to_money,debt_shrink_rate,frac_defaulted_that_traded,frac_repaid_that_traded
balanced_active_7683aab6ab63,1.0,1.0,1.0,1.0,1.0,0.7297459491898379,0.270254050810162,0.270254050810162,5,3,3,6303.0,5232.799999999999,0.0,1.0,0.0,0.006675071448910601,0.0044612540089324,0.4,,1.0
balanced_active_edbfc6a1f487,1.0,2.0,0.0,1.0,0.6940925456727562,0.6940925456727562,0.0,0.0,4,4,4,8284.0,7718.4,0.0,1.0,0.0,0.0044444444444444,0.0,1.0,,0.7136006974716652
balanced_active_bec176208ce5,1.0,2.0,0.25,1.0,1.0,0.7322797892911915,0.2677202107088084,0.2677202107088084,6,5,4,11752.0,10793.0,0.0,1.0,0.0,0.0061526567319570005,0.0034164245750252,0.5,,1.0
balanced_active_d4dee9b6baab,1.0,2.0,0.5,1.0,0.845179357247633,0.8118415788771836,0.0333377783704493,0.0394446197538655,6,5,4,10118.0,9223.650000000001,0.0,1.0,0.0,0.006199916543556,0.0035109441982232,0.5,,1.0
balanced_active_2de0b43a2264,1.0,2.0,0.75,1.0,1.0,0.7584850303394012,0.2415149696605987,0.2415149696605987,6,5,5,14037.0,13249.45,0.0,1.0,0.0,0.00607559196760125,0.0032622950463137,0.5,,1.0
balanced_active_269c3b0edafc,1.0,2.0,1.0,1.0,0.7360805494432219,0.8889777955591118,-0.1528972461158898,-0.2077180904067397,6,5,4,12421.0,10940.100000000002,0.0,1.0,0.0,0.0061081487930902505,0.0033274086972917,0.5,,0.0
balanced_active_c365f3db463f,1.0,5.0,0.0,1.0,0.0,0.1000133351113481,-0.1000133351113481,0.0,5,4,4,7954.0,7158.6,0.0,1.0,0.0,0.0044444444444444,0.0,1.0,,0.907097347755223
balanced_active_0f463382545e,1.0,5.0,0.25,1.0,1.0,0.8249099879983997,0.1750900120016002,0.1750900120016002,5,3,3,5259.0,4562.65,0.0,1.0,0.0,0.0067321443083898005,0.0045753997278908,0.4,,1.0
balanced_active_b965955064c2,1.0,5.0,0.5,1.0,1.0,0.779303907187625,0.2206960928123749,0.2206960928123749,5,3,3,6000.0,5157.15,0.0,1.0,0.0,0.00668131263015165,0.0044737363714145,0.4,,1.0
balanced_active_74c8a7c54aa7,1.0,5.0,0.75,1.0,1.0,1.0,0.0,0.0,6,6,4,16237.0,15296.55,0.0,1.0,0.0,0.00663762730106505,0.0043863657132413,0.4,,
balanced_active_2accb5c7250c,1.0,5.0,1.0,1.0,1.0,0.7869049206560874,0.2130950793439125,0.2130950793439125,6,4,4,10349.0,9038.900000000001,0.0,1.0,0.0,0.0060729860474396,0.0032570832059904,0.5,,1.0
balanced_active_578f4bffa16c,2.0,0.2,0.0,1.0,0.9902647196105888,0.9902647196105888,0.0,0.0,5,4,4,11549.0,10394.1,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,,0.0
balanced_active_af18c90d70e1,2.0,0.2,0.25,1.0,0.9666622216295506,0.9666622216295506,0.0,0.0,6,4,4,8313.0,7373.95,0.0,1.0,0.0,0.01005859561959405,0.0048790960010929,0.5,,0.0
balanced_active_ca971feb72b0,2.0,0.2,0.5,1.0,0.9203173968126958,0.8869773954790958,0.0333400013336,0.0362266338211853,6,5,4,19736.0,19302.949999999997,0.0,1.0,0.0,0.01036522528301155,0.0054923553279279,0.4,,1.0
balanced_active_b67ed249ca9f,2.0,0.2,0.75,1.0,1.0,1.0,0.0,0.0,2,1,1,450.0,382.5,0.0,1.0,0.0,0.013777963034043,0.0123178308299908,0.2,,
balanced_active_ef3d324ed0ca,2.0,0.2,1.0,1.0,0.927052077082083,1.0,-0.0729479229179169,-0.0786880529382147,5,4,4,8396.0,6754.4,0.0,1.0,0.0,0.0106691299712711,0.006100164704447,0.4,,
balanced_active_f322dde06506,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,4,4,4,10395.0,9367.5,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,,
balanced_active_5723861c2950,2.0,0.5,0.25,1.0,0.9383251100146686,0.9383251100146686,0.0,0.0,6,4,4,8323.0,7409.05,0.0,1.0,0.0,0.01015733557766335,0.0050765759172315,0.5,,1.0
balanced_active_8d6a5d2b60ef,2.0,0.5,0.5,1.0,0.8949123157964926,0.8949123157964926,0.0,0.0,4,2,2,70.0,62.849999999999994,0.0,1.0,0.0,0.008959449098593837,0.0030507569690729,0.8,,0.0
balanced_active_355c59d4dc25,2.0,0.5,0.75,1.0,1.0,0.724696626216829,0.275303373783171,0.275303373783171,6,5,4,13106.0,12235.449999999999,0.0,1.0,0.0,0.0106015329738018,0.0059649707095084,0.4,,1.0
balanced_active_f49828849490,2.0,0.5,1.0,1.0,1.0,0.8190425390052006,0.1809574609947993,0.1809574609947993,6,4,4,10131.0,8883.2,0.0,1.0,0.0,0.009980621970460849,0.0047231487028265,0.5,,1.0
balanced_active_e8c91f9366c3,2.0,1.0,0.0,1.0,0.9809307907721028,0.9809307907721028,0.0,0.0,3,2,2,6437.0,5793.299999999999,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,,0.0
balanced_active_50a91efda302,2.0,1.0,0.25,1.0,0.9433886777355472,0.910048676401947,0.0333400013336,0.035340684195646,5,3,3,9792.0,7923.050000000001,0.0,1.0,0.0,0.01058740248257335,0.0059367097270515,0.4,,1.0
balanced_active_ac2021f906db,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,6,4,4,9806.0,8338.25,0.0,1.0,0.0,0.0100428943931499,0.0048476935482046,0.5,,
balanced_active_48f11bd344b0,2.0,1.0,0.75,1.0,0.947259634617949,0.9139218562474996,0.0333377783704493,0.0351939184908847,7,5,5,12498.0,10791.95,0.0,1.0,0.0,0.00935211858469305,0.0034661419312909,0.6,,1.0
balanced_active_a2d76090d3a9,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6,4,4,5875.0,4982.35,0.0,1.0,0.0,0.0105141717474946,0.005790248256894,0.5,,
balanced_active_a9255822ef1a,2.0,2.0,0.0,1.0,1.0,0.8789757951590318,0.1210242048409681,0.1210242048409681,5,4,4,11105.0,9994.5,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,,1.0
balanced_active_62b5e3886e8a,2.0,2.0,0.25,1.0,1.0,1.0,0.0,0.0,7,5,5,12497.0,10754.0,0.0,1.0,0.0,0.0093549728816786,0.003471850525262,0.6,,
balanced_active_2729506d10a3,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,6,4,4,6994.0,6045.15,0.0,1.0,0.0,0.0103461666359757,0.0054542380338562,0.5,,
balanced_active_ac23b38b3df7,2.0,2.0,0.75,1.0,1.0,0.7364806294592251,0.2635193705407748,0.2635193705407748,7,5,5,12497.0,10897.4,0.0,1.0,0.0,0.00934427001099655,0.0034504447838979,0.6,,1.0
balanced_active_9635a206f96d,2.0,2.0,1.0,1.0,1.0,0.8065613122624524,0.1934386877375475,0.1934386877375475,6,4,4,8613.0,7491.200000000001,0.0,1.0,0.0,0.0101466852299582,0.0050552752218212,0.5,,1.0
balanced_active_6149e0c9f92d,2.0,5.0,0.0,1.0,0.803640485398053,0.803640485398053,0.0,0.0,6,5,5,12498.0,11248.2,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,,1.0
balanced_active_6e7f7e6d4701,2.0,5.0,0.25,1.0,1.0,1.0,0.0,0.0,7,5,5,12497.0,10756.45,0.0,1.0,0.0,0.0093547469033609,0.0034713985686266,0.6,,
balanced_active_7ae346cf94c1,2.0,5.0,0.5,1.0,1.0,0.8203093745832777,0.1796906254167222,0.1796906254167222,7,5,5,12498.0,10778.3,0.0,1.0,0.0,0.00935316670100495,0.0034682381639147,0.6,,1.0
balanced_active_37c6eaa821f0,2.0,5.0,0.75,1.0,0.9184612307487164,0.885125675045003,0.0333355557037135,0.0362950058072009,7,5,5,12499.0,10783.7,0.0,1.0,0.0,0.0093527194999732,0.0034673437618512,0.6,,1.0
balanced_active_77260cc825f2,2.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,7,5,5,12497.0,10685.1,0.0,1.0,0.0,0.00936010709726655,0.0034821189564379,0.6,,
balanced_active_2d4666d7a4b4,4.0,0.2,0.0,1.0,1.0,1.0,0.0,0.0,5,4,4,12345.0,11110.5,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,,
balanced_active_60ac044c5234,4.0,0.2,0.25,1.0,0.930790772102947,0.9656620882784372,-0.03487131617549,-0.0374641833810888,6,3,3,5068.0,4334.7,0.0,1.0,0.0,0.014868359307836268,0.0114932620751084,0.3,,0.0
balanced_active_3edaf89e707c,4.0,0.2,0.5,1.0,1.0,1.0,0.0,0.0,6,4,4,9023.0,8100.299999999999,0.0,1.0,0.0,0.015036196763109449,0.0063686898225152,0.5,,
balanced_active_ad1702ceaecb,4.0,0.2,0.75,1.0,0.9333288885925728,0.9333288885925728,0.0,0.0,4,2,2,0.0,0.0,0.0,1.0,0.0,0.01564436020449838,0.0094810320103343,0.6,,0.0
balanced_active_625ab07d750d,4.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0,5,3,3,2017.0,1811.7,0.0,1.0,0.0,0.018224886832732698,0.0127460699617617,0.4,,
balanced_active_0af215e45bf3,4.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,6,5,5,12498.0,11248.2,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,,
balanced_active_39278aa33557,4.0,0.5,0.25,1.0,1.0,1.0,0.0,0.0,7,5,5,12499.0,11086.400000000001,0.0,1.0,0.0,0.013992266628561949,0.0042808295534202,0.6,,
balanced_active_dc353881a035,4.0,0.5,0.5,1.0,0.9811962392478496,0.9811962392478496,0.0,0.0,6,4,4,12223.0,9927.699999999999,0.0,1.0,0.0,0.014621443946328149,0.0055391841889526,0.5,,1.0
balanced_active_7ffb420f73af,4.0,0.5,0.75,1.0,1.0,1.0,0.0,0.0,6,4,4,10786.0,9649.550000000001,0.0,1.0,0.0,0.014750097350635049,0.0057964909975664,0.5,,
balanced_active_ce4253b4ae6f,4.0,0.5,1.0,1.0,1.0,0.6686003867440155,0.3313996132559845,0.3313996132559845,6,4,4,11212.0,10006.15,0.0,1.0,0.0,0.01469149977337155,0.0056792958430394,0.5,,1.0
balanced_active_2f1267a595d1,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6,5,5,12498.0,11248.199999999999,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,,
balanced_active_255ca86d7d7d,4.0,1.0,0.25,1.0,0.9336578210428056,0.9598613148419788,-0.0262034937991732,-0.0280654145540241,7,4,4,5942.0,5075.450000000001,0.0,1.0,0.0,0.013473432003827966,0.0092534044817322,0.4,,0.0
balanced_active_5f9eb2d90195,4.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,7,6,5,13802.0,12209.55,0.0,1.0,0.0,0.0140287265491302,0.0043537493945567,0.6,,
balanced_active_df317913ad22,4.0,1.0,0.75,1.0,1.0,0.8983728994398505,0.1016271005601493,0.1016271005601493,7,5,5,12496.0,10771.45,0.0,1.0,0.0,0.014028850949304299,0.0043539981949049,0.6,,1.0
balanced_active_073c354e30c6,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7,5,5,12498.0,10971.0,0.0,1.0,0.0,0.01400562980272955,0.0043075559017554,0.6,,
balanced_active_5befcb846c44,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,6,5,5,12498.0,11248.199999999999,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,,
balanced_active_de61fc77528e,4.0,2.0,0.25,1.0,1.0,0.8217643528705741,0.1782356471294258,0.1782356471294258,7,5,5,12497.0,10612.9,0.0,1.0,0.0,0.014047848184537949,0.0043919926653722,0.6,,1.0
balanced_active_0c29466c14a3,4.0,2.0,0.5,1.0,1.0,0.847112948393119,0.1528870516068809,0.1528870516068809,7,5,5,12498.0,10770.35,0.0,1.0,0.0,0.01402908201592425,0.0043544603281448,0.6,,1.0
balanced_active_cd9645f57319,4.0,2.0,0.75,1.0,1.0,0.9364581944259234,0.0635418055740765,0.0635418055740765,7,5,5,12498.0,10885.8,0.0,1.0,0.0,0.0140155441928317,0.0043273846819597,0.6,,1.0
balanced_active_4306b443e4d0,4.0,2.0,1.0,1.0,1.0,0.8841101553644062,0.1158898446355937,0.1158898446355937,7,5,5,12497.0,10403.8,0.0,1.0,0.0,0.01407357829993145,0.0044434528961592,0.6,,1.0
balanced_active_fe8f99ef7f57,4.0,5.0,0.0,1.0,1.0,0.9171889585278036,0.0828110414721962,0.0828110414721962,6,5,5,12498.0,11248.2,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,,1.0
balanced_active_a45ef3254a52,4.0,5.0,0.25,1.0,1.0,1.0,0.0,0.0,7,5,5,12499.0,10758.400000000001,0.0,1.0,0.0,0.01403050504475885,0.004357306385814,0.6,,
balanced_active_c41d3711cb68,4.0,5.0,0.5,1.0,1.0,1.0,0.0,0.0,7,5,5,12498.0,10608.949999999999,0.0,1.0,0.0,0.014048571782874799,0.0043934398620459,0.6,,
balanced_active_b536e1254b00,4.0,5.0,0.75,1.0,1.0,1.0,0.0,0.0,7,5,5,12498.0,10886.0,0.0,1.0,0.0,0.0140155441928317,0.0043273846819597,0.6,,
balanced_active_cde51a55da0f,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,7,5,5,12498.0,10570.05,0.0,1.0,0.0,0.014053159612103749,0.0044026155205038,0.6,,
balanced_active_4fceb08851f9,0.25,0.2,0.0,0.9,0.9698626483531136,0.9987331644219228,-0.0288705160688091,-0.0297676337137357,2,2,2,866.0,866.0,0.0,1.0,0.0,0.0012759170653907,0.0,1.0,,0.0
balanced_active_d37a7f3c0d56,0.25,0.2,0.25,0.9,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0010632642211588835,0.0,1.0,,0.0
