G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.13979423743754169,21145,1553,1553,1553,0,1,0,1553,10,10,,1,1
0,0.13020325716449943,21145,890,890,890,0,2,0,890,10,10,,1,1
0,0.12698949238970872,21145,1204,1204,1204,0,3,0,1204,10,10,,1,1
0,0.16051971439976775,21145,1328,1083,1328,0,4,0.1844879518072289,1083,10,10,,0.8155120481927711,1
0,0.17104201374427322,21145,784,784,784,0,5,0,784,10,10,,1,1
0,0.1568415359653867,21145,688,688,688,0,6,0,688,10,10,,1,1
0,0.1271385503362622,21145,985,985,985,0,7,0,985,10,10,,1,1
0,0.11742301918941946,21145,785,785,785,0,8,0,785,10,10,,1,1
0,0.134569925153653,21145,699,699,699,0,9,0,699,10,10,,1,1
0,0.13964460875657786,21145,1036,1036,1036,0,10,0,1036,10,10,,1,1
