run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_b5d4e2ec48d0,active,H1,PAY_fb1248581123,1,7247,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H1,PAY_e38cff7b5f77,1,500,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H2,PAY_4287db8630e3,1,1671,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H2,PAY_c07bac87c7ee,1,500,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H3,PAY_0467cb7b9a57,1,1739,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H3,PAY_093925797508,1,500,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H4,PAY_7b51b58236b0,1,1389,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H4,PAY_fb433ef7e4bf,1,500,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H5,PAY_16788c2a8a61,1,452,repaid,0,0,0,no_trade
balanced_active_b5d4e2ec48d0,active,H5,PAY_2ce1c82dd8ad,1,500,repaid,0,0,0,no_trade
