run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_41803e93f627,active,H1,PAY_e21e48728bb7,1,2603,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H1,PAY_75e2bf0b7091,1,500,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H2,PAY_192bdca6f750,1,4327,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H2,PAY_44fa528d5f2b,1,500,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H3,PAY_734fabaa29ca,1,5521,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H3,PAY_49bd4ae986e5,1,500,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H4,PAY_320ee00ecd32,1,35,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H4,PAY_140126808414,1,500,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H5,PAY_6a044b72cfa4,1,11,repaid,0,0,0,no_trade
balanced_active_41803e93f627,active,H5,PAY_1bae4019ff86,1,500,repaid,0,0,0,no_trade
