P_prefix,amount,day,payee,payer,step
58,58,1,H4,H3,1
58,11,1,H5,H4,2
98,51,1,H6,H5,3
98,37,1,H7,H6,4
135,74,1,H8,H7,5
259,124,1,dealer_short,H10,6
463,204,1,H13,H12,7
463,41,1,H14,H13,8
603,140,1,H17,H16,9
603,34,1,H18,H17,10
624,55,1,H19,H18,11
658,89,1,dealer_short,H19,12
770,112,1,H22,H21,13
770,60,1,H23,H22,14
770,23,1,H24,H23,15
822,52,1,H26,H25,16
844,74,1,H27,H26,17
844,35,1,H28,H27,18
871,27,1,H30,H29,19
942,71,1,H33,H32,20
942,51,1,H34,H33,21
970,28,1,H37,H36,22
1013,71,1,H38,H37,23
1013,21,1,H39,H38,24
1181,168,1,H42,H41,25
1181,55,1,dealer_short,H42,26
1268,87,1,H45,H44,27
1275,94,1,H46,H45,28
1275,50,1,dealer_short,H46,29
1335,60,1,H48,H47,30
1372,97,1,H49,H48,31
1372,90,1,dealer_short,H49,32
1510,138,1,dealer_short,H50,33
1670,160,1,H52,H51,34
1670,57,1,H53,H52,35
1702,89,1,H54,H53,36
1786,84,1,H56,H55,37
1805,103,1,dealer_short,H56,38
1887,82,1,H58,H57,39
1887,22,1,dealer_short,H58,40
1946,59,1,H60,H59,41
1971,84,1,H61,H60,42
1971,36,1,H62,H61,43
1971,18,1,dealer_short,H62,44
2041,70,1,H64,H63,45
2089,118,1,H65,H64,46
2123,152,1,H66,H65,47
2123,97,1,H67,H66,48
2123,35,1,H68,H67,49
2123,18,1,H69,H68,50
2221,98,1,H71,H70,51
2221,74,1,H72,H71,52
2221,53,1,H73,H72,53
2229,8,1,H75,H74,54
2262,33,1,H77,H76,55
2287,25,1,H80,H79,56
2295,33,1,H81,H80,57
2337,42,1,H83,H82,58
2382,87,1,H84,H83,59
2429,134,1,H85,H84,60
2429,50,1,H86,H85,61
2449,70,1,H87,H86,62
2476,27,1,H89,H88,63
2496,20,1,H91,H90,64
2615,119,1,H94,H93,65
2642,27,1,H96,H95,66
2708,66,1,H98,H97,67
2742,100,1,H99,H98,68
2766,124,1,H100,H99,69
2766,96,1,H1,H100,70
