G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.744347410768145,17041.333333333332,3323,2823,3323,0,1,0.15046644598254588,2823,2,1,,0.8495335540174541,1
0,0.5024164259772942,17041.333333333332,935,0,935,0,3,1,0,2,1,,0,
0,0.8644882185971752,17041.333333333332,6840,0,6840,0,5,1,0,2,1,,0,
0,0.6700375886089817,17041.333333333332,2399,0,2399,0,7,1,0,2,1,,0,
0,0.5555555555555556,17041.333333333332,1500,0,1500,0,9,1,0,2,1,,0,
