G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2798330592446207,8240,538,85,538,0,1,0.8420074349442379,85,8,8,,0.1579925650557621,1
0,0.23639988916264382,8240,1548,33,1548,0,2,0.9786821705426356,33,9,9,,0.02131782945736434,1
0,0.3104560599750104,8240,980,271,980,0,3,0.7234693877551021,271,9,9,,0.27653061224489794,1
0,0.23325107131925313,8240,792,307,792,0,4,0.6123737373737373,307,10,10,,0.38762626262626265,1
0,0.21394466337232335,8240,219,219,219,0,5,0,219,8,8,,1,1
0,0.17656020630827216,8240,710,710,710,0,6,0,710,9,9,,1,1
0,0.31807326793462776,8240,1347,582,1347,0,7,0.5679287305122495,582,10,10,,0.43207126948775054,1
0,0.17596330982387173,8240,1395,125,1395,0,8,0.910394265232975,125,10,10,,0.08960573476702509,1
0,0.18840024784010137,8240,1516,61,1516,0,9,0.9597625329815304,61,9,9,,0.040237467018469655,1
0,0.24505356979335186,8240,905,274,905,0,10,0.6972375690607735,274,9,9,,0.3027624309392265,1
