G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.15133572209233154,7111,1763,75,1763,0,1,0.9574588769143505,75,10,10,,0.04254112308564946,1
0,0.13798139664028877,7111,735,152,735,0,2,0.7931972789115647,152,9,9,,0.20680272108843537,1
0,0.14060605044458976,7111,846,128,846,0,3,0.8486997635933806,128,10,10,,0.15130023640661938,1
0,0.19714751752519327,7111,987,197,987,0,4,0.8004052684903749,197,10,10,,0.19959473150962512,1
0,0.18065247700743337,7111,1397,199,1397,0,5,0.8575518969219756,199,10,10,,0.14244810307802433,1
0,0.16870277514339158,7111,1294,366,1294,0,6,0.7171561051004637,366,10,10,,0.2828438948995363,1
0,0.19335749878834138,7111,587,296,587,0,7,0.4957410562180579,296,10,10,,0.504258943781942,1
0,0.20042495351211984,7111,853,164,853,0,8,0.8077373974208675,164,10,10,,0.19226260257913247,1
0,0.17903970452446907,7111,570,88,570,0,9,0.8456140350877193,88,10,10,,0.1543859649122807,1
0,0.20369751536766445,7111,917,352,917,0,10,0.6161395856052344,352,10,10,,0.38386041439476554,1
