run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_53d2cbb58bf6,active,0,200,80,80,40,22124.99999999999999999999999,0.009039548022598870056497175145
balanced_active_53d2cbb58bf6,active,1,160,40,120,0,21979.29999999999999999999999,0.007279576692615324418885041838
balanced_active_53d2cbb58bf6,active,2,160,80,80,0,21979.29999999999999999999999,0.007279576692615324418885041838
balanced_active_53d2cbb58bf6,active,3,120,40,80,0,21979.29999999999999999999999,0.005459682519461493314163781379
balanced_active_53d2cbb58bf6,active,4,120,80,40,0,21979.29999999999999999999999,0.005459682519461493314163781379
balanced_active_53d2cbb58bf6,active,5,80,40,40,0,21979.29999999999999999999999,0.003639788346307662209442520919
balanced_active_53d2cbb58bf6,active,6,80,80,0,0,21979.29999999999999999999999,0.003639788346307662209442520919
balanced_active_53d2cbb58bf6,active,7,40,40,0,0,21979.29999999999999999999999,0.001819894173153831104721260460
balanced_active_53d2cbb58bf6,active,8,40,40,0,0,21979.29999999999999999999999,0.001819894173153831104721260460
balanced_active_53d2cbb58bf6,active,9,0,0,0,0,21979.29999999999999999999999,0E+23
