G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.11293914950270185,10000,1130,307,1130,0,1,0.7283185840707964,307,10,10,,0.27168141592920353,1
0,0.11110791663372362,10000,1119,308,1119,0,2,0.7247542448614834,308,10,10,,0.2752457551385165,1
0,0.11434865613570784,10000,1037,354,1037,0,3,0.6586306653809064,354,10,10,,0.3413693346190935,1
0,0.1145050420639086,10000,886,413,886,0,4,0.5338600451467269,413,10,10,,0.46613995485327314,1
0,0.11457274882663183,10000,996,455,996,0,5,0.5431726907630522,455,10,10,,0.4568273092369478,1
0,0.11339457783967116,10000,1055,381,1055,0,6,0.6388625592417062,381,10,10,,0.36113744075829385,1
0,0.1074633565927624,10000,958,564,958,0,7,0.4112734864300626,564,10,10,,0.5887265135699373,1
0,0.12725831887403216,10000,1006,166,1006,0,8,0.8349900596421471,166,10,10,,0.16500994035785288,1
0,0.11964644376181474,10000,736,582,736,0,9,0.20923913043478262,582,10,10,,0.7907608695652174,1
0,0.11546263887575021,10000,1023,1023,1023,0,10,0,1023,10,10,,1,1
