G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.10819390776831464,13553,898,649,898,0,1,0.27728285077951004,649,10,10,,0.72271714922049,1
0,0.11175714249786228,13553,1128,520,1128,0,2,0.5390070921985816,520,10,10,,0.46099290780141844,1
0,0.13558180816551385,13553,1054,806,1054,0,3,0.23529411764705882,806,10,10,,0.7647058823529411,1
0,0.11139483753700614,13553,877,877,877,0,4,0,877,10,10,,1,1
0,0.12389641873278237,13553,825,825,825,0,5,0,825,10,10,,1,1
0,0.11001597543283262,13553,729,729,729,0,6,0,729,10,10,,1,1
0,0.1132531883975208,13553,1343,1343,1343,0,7,0,1343,10,10,,1,1
0,0.1121406786470889,13553,936,936,936,0,8,0,936,10,10,,1,1
0,0.11680870196907972,13553,1118,952,1118,0,9,0.148479427549195,952,10,10,,0.851520572450805,1
0,0.11377222390239822,13553,1043,1043,1043,0,10,0,1043,10,10,,1,1
