P_prefix,amount,day,payee,payer,step
83,83,1,H3,H2,1
176,93,1,H13,H12,2
448,272,1,H23,H22,3
601,153,1,H33,H32,4
671,70,1,H43,H42,5
795,124,1,H53,H52,6
1043,248,1,H63,H62,7
1289,246,1,H73,H72,8
1376,87,1,H83,H82,9
1460,84,1,H93,H92,10
1485,25,1,big_mid,H2,11
1510,25,1,big_long,H12,12
1535,25,1,big_short,H22,13
1560,25,1,big_mid,H32,14
1585,25,1,big_long,H42,15
1610,25,1,big_short,H52,16
1635,25,1,big_mid,H62,17
1660,25,1,big_long,H72,18
1685,25,1,big_short,H82,19
1710,25,1,big_mid,H92,20
51,51,2,H2,H1,1
213,162,2,H12,H11,2
314,101,2,H22,H21,3
384,70,2,H32,H31,4
558,174,2,H42,H41,5
612,54,2,H52,H51,6
840,228,2,H62,H61,7
1012,172,2,H72,H71,8
1154,142,2,H82,H81,9
1228,74,2,H92,H91,10
1253,25,2,big_short,H1,11
1278,25,2,big_mid,H11,12
1303,25,2,big_long,H21,13
1328,25,2,big_short,H31,14
1353,25,2,big_mid,H41,15
1378,25,2,big_long,H51,16
1403,25,2,big_short,H61,17
1428,25,2,big_mid,H71,18
1453,25,2,big_long,H81,19
1478,25,2,big_short,H91,20
101,101,3,H11,H10,1
210,109,3,H21,H20,2
271,61,3,H31,H30,3
357,86,3,H41,H40,4
445,88,3,H51,H50,5
525,80,3,H61,H60,6
687,162,3,H71,H70,7
777,90,3,H81,H80,8
1069,292,3,H91,H90,9
1137,68,3,H1,H100,10
1162,25,3,big_short,H10,11
1187,25,3,big_mid,H20,12
1212,25,3,big_long,H30,13
1237,25,3,big_short,H40,14
1262,25,3,big_mid,H50,15
1287,25,3,big_long,H60,16
1312,25,3,big_short,H70,17
1337,25,3,big_mid,H80,18
1362,25,3,big_long,H90,19
1387,25,3,big_short,H100,20
211,211,4,H10,H9,1
268,57,4,H20,H19,2
465,197,4,H30,H29,3
550,85,4,H40,H39,4
646,96,4,H50,H49,5
735,89,4,H60,H59,6
847,112,4,H70,H69,7
967,120,4,H80,H79,8
1125,158,4,H90,H89,9
1283,158,4,H100,H99,10
1308,25,4,big_long,H9,11
1333,25,4,big_short,H19,12
1358,25,4,big_mid,H29,13
1383,25,4,big_long,H39,14
1408,25,4,big_short,H49,15
1433,25,4,big_mid,H59,16
1458,25,4,big_long,H69,17
1483,25,4,big_short,H79,18
1508,25,4,big_mid,H89,19
1533,25,4,big_long,H99,20
121,121,5,H9,H8,1
270,149,5,H19,H18,2
341,71,5,H29,H28,3
419,78,5,H39,H38,4
526,107,5,H49,H48,5
588,62,5,H59,H58,6
792,204,5,H69,H68,7
885,93,5,H79,H78,8
1006,121,5,H89,H88,9
1083,77,5,H99,H98,10
1108,25,5,big_mid,H8,11
1133,25,5,big_long,H18,12
1158,25,5,big_short,H28,13
1183,25,5,big_mid,H38,14
1208,25,5,big_long,H48,15
1233,25,5,big_short,H58,16
1258,25,5,big_mid,H68,17
1283,25,5,big_long,H78,18
1308,25,5,big_short,H88,19
1333,25,5,big_mid,H98,20
167,167,6,H8,H7,1
283,116,6,H18,H17,2
322,39,6,H28,H27,3
460,138,6,H38,H37,4
584,124,6,H48,H47,5
740,156,6,H58,H57,6
868,128,6,H68,H67,7
909,41,6,H78,H77,8
1015,106,6,H88,H87,9
1161,146,6,H98,H97,10
1186,25,6,big_short,H7,11
1211,25,6,big_mid,H17,12
1236,25,6,big_long,H27,13
1261,25,6,big_short,H37,14
1286,25,6,big_mid,H47,15
1311,25,6,big_long,H57,16
1336,25,6,big_short,H67,17
1361,25,6,big_mid,H77,18
1386,25,6,big_long,H87,19
1411,25,6,big_short,H97,20
100,100,7,H7,H6,1
192,92,7,H17,H16,2
326,134,7,H27,H26,3
589,263,7,H37,H36,4
718,129,7,H47,H46,5
920,202,7,H57,H56,6
1065,145,7,H67,H66,7
1182,117,7,H77,H76,8
1312,130,7,H87,H86,9
1400,88,7,H97,H96,10
1425,25,7,big_long,H6,11
1450,25,7,big_short,H16,12
1475,25,7,big_mid,H26,13
1500,25,7,big_long,H36,14
1525,25,7,big_short,H46,15
1550,25,7,big_mid,H56,16
1575,25,7,big_long,H66,17
1600,25,7,big_short,H76,18
1625,25,7,big_mid,H86,19
1650,25,7,big_long,H96,20
115,115,8,H6,H5,1
304,189,8,H16,H15,2
392,88,8,H26,H25,3
449,57,8,H36,H35,4
723,274,8,H46,H45,5
852,129,8,H56,H55,6
954,102,8,H66,H65,7
1063,109,8,H76,H75,8
1247,184,8,H86,H85,9
1392,145,8,H96,H95,10
1417,25,8,big_mid,H5,11
1442,25,8,big_long,H15,12
1467,25,8,big_short,H25,13
1492,25,8,big_mid,H35,14
1517,25,8,big_long,H45,15
1542,25,8,big_short,H55,16
1567,25,8,big_mid,H65,17
1592,25,8,big_long,H75,18
1617,25,8,big_short,H85,19
1642,25,8,big_mid,H95,20
130,130,9,H5,H4,1
205,75,9,H15,H14,2
401,196,9,H25,H24,3
527,126,9,H35,H34,4
589,62,9,H45,H44,5
664,75,9,H55,H54,6
755,91,9,H65,H64,7
952,197,9,H75,H74,8
1029,77,9,H85,H84,9
1126,97,9,H95,H94,10
1151,25,9,big_short,H4,11
1176,25,9,big_mid,H14,12
1201,25,9,big_long,H24,13
1226,25,9,big_short,H34,14
1251,25,9,big_mid,H44,15
1276,25,9,big_long,H54,16
1301,25,9,big_short,H64,17
1326,25,9,big_mid,H74,18
1351,25,9,big_long,H84,19
1376,25,9,big_short,H94,20
84,84,10,H4,H3,1
175,91,10,H14,H13,2
248,73,10,H24,H23,3
321,73,10,H34,H33,4
387,66,10,H44,H43,5
597,210,10,H54,H53,6
771,174,10,H64,H63,7
876,105,10,H74,H73,8
1078,202,10,H84,H83,9
1177,99,10,H94,H93,10
1202,25,10,big_long,H3,11
1227,25,10,big_short,H13,12
1252,25,10,big_mid,H23,13
1277,25,10,big_long,H33,14
1302,25,10,big_short,H43,15
1327,25,10,big_mid,H53,16
1352,25,10,big_long,H63,17
1377,25,10,big_short,H73,18
1402,25,10,big_mid,H83,19
1427,25,10,big_long,H93,20
