G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.6649027393340209,23362.0,2349,2349,2349,0,1,0,2349,2,1,,1,1
0,0.6991640679712324,23362.0,2711,0,2711,0,3,1,0,2,1,,0,
0,0.720283705135157,23362.0,2974,0,2974,0,5,1,0,2,1,,0,
0,0.5969773615263378,23362.0,1787,0,1787,0,7,1,0,2,1,,0,
0,0.8254937283147414,23362.0,5177,0,5177,0,9,1,0,2,1,,0,
