run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_e7e3b8a570d7,active,H2,PAY_5e3c048f5410,1,4970,repaid,0,1,1830.05,sell_before
balanced_active_e7e3b8a570d7,active,H2,PAY_bbff61efb03a,1,500,repaid,0,1,1830.05,sell_before
balanced_active_e7e3b8a570d7,active,H5,PAY_a6597b9e656a,2,2722,repaid,0,0,0,no_trade
balanced_active_e7e3b8a570d7,active,H5,PAY_058be6a479a4,2,500,repaid,0,0,0,no_trade
balanced_active_e7e3b8a570d7,active,H1,PAY_240d12468729,4,2153,repaid,0,0,0,no_trade
balanced_active_e7e3b8a570d7,active,H1,PAY_8448ac73d8e4,4,500,repaid,0,0,0,no_trade
balanced_active_e7e3b8a570d7,active,H4,PAY_f070cad67ebb,5,969,repaid,0,0,0,no_trade
balanced_active_e7e3b8a570d7,active,H4,PAY_75af3386ca3f,5,500,repaid,0,0,0,no_trade
balanced_active_e7e3b8a570d7,active,H3,PAY_e719a7a1b558,8,1683,repaid,1,0,-2475.95,hold_to_maturity
balanced_active_e7e3b8a570d7,active,H3,PAY_7fcb3c1ec25f,8,500,repaid,1,0,-2475.95,hold_to_maturity
