run_id,regime,day,bucket,dealer_inventory,max_capacity,capacity_pct,is_at_zero,hit_vbt_this_step,total_system_face,dealer_share_pct
balanced_active_037d2862aa57,active,0,long,0,0,0,True,False,0,0
balanced_active_037d2862aa57,active,0,mid,0,0,0,True,False,0,0
balanced_active_037d2862aa57,active,0,short,0,0,0,True,False,200,0
balanced_active_037d2862aa57,active,1,long,0,0,0,True,False,0,0
balanced_active_037d2862aa57,active,1,mid,0,0,0,True,False,0,0
balanced_active_037d2862aa57,active,1,short,0,0,0,True,False,0,0
