G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.1643340403832434,5000,914,79,914,0,1,0.9135667396061269,79,10,10,,0.08643326039387308,1
0,0.1560250507592439,5000,935,64,935,0,2,0.9315508021390374,64,10,10,,0.06844919786096257,1
0,0.1762125001323814,5000,813,157,813,0,3,0.8068880688806888,157,10,10,,0.1931119311193112,1
0,0.1328368764820901,5000,559,132,559,0,4,0.7638640429338104,132,10,10,,0.23613595706618962,1
0,0.1523101070154578,5000,1450,151,1450,0,5,0.8958620689655172,151,10,10,,0.10413793103448275,1
0,0.17546574394463668,5000,850,73,850,0,6,0.9141176470588235,73,10,10,,0.08588235294117647,1
0,0.14922251372909245,5000,778,118,778,0,7,0.8483290488431876,118,10,10,,0.15167095115681234,1
0,0.16432409906420933,5000,1354,146,1354,0,8,0.8921713441654358,146,10,10,,0.10782865583456426,1
0,0.2842960162430862,5000,1035,113,1035,0,9,0.8908212560386474,113,10,10,,0.10917874396135266,1
0,0.2455832703451751,5000,1260,271,1260,0,10,0.7849206349206349,271,10,10,,0.2150793650793651,1
