P_prefix,amount,day,payee,payer,step
90,90,1,H2,H1,1
90,77,1,H3,H2,2
90,54,1,H4,H3,3
90,49,1,H5,H4,4
138,97,1,H6,H5,5
138,76,1,H7,H6,6
138,54,1,H8,H7,7
138,41,1,H9,H8,8
199,102,1,H10,H9,9
199,76,1,H11,H10,10
199,70,1,H12,H11,11
252,123,1,H13,H12,12
252,56,1,H14,H13,13
300,104,1,H15,H14,14
300,45,1,H16,H15,15
456,201,1,H17,H16,16
456,167,1,H18,H17,17
456,103,1,H19,H18,18
456,76,1,H20,H19,19
508,128,1,H21,H20,20
508,91,1,H22,H21,21
575,158,1,H23,H22,22
575,115,1,H24,H23,23
579,119,1,H25,H24,24
579,98,1,H26,H25,25
598,117,1,H27,H26,26
598,83,1,H28,H27,27
598,66,1,H29,H28,28
757,225,1,H30,H29,29
757,104,1,H31,H30,30
757,83,1,H32,H31,31
893,219,1,H33,H32,32
893,66,1,H34,H33,33
893,63,1,H35,H34,34
893,55,1,H36,H35,35
893,31,1,H37,H36,36
1006,144,1,H38,H37,37
1006,51,1,H39,H38,38
1076,121,1,H40,H39,39
1076,69,1,H41,H40,40
1079,72,1,H42,H41,41
1155,148,1,H43,H42,42
1155,110,1,H44,H43,43
1155,92,1,H45,H44,44
1159,96,1,H46,H45,45
1160,97,1,H47,H46,46
1237,174,1,H48,H47,47
1237,98,1,H49,H48,48
1237,75,1,H50,H49,49
1258,96,1,H51,H50,50
1290,128,1,H52,H51,51
1290,128,1,H53,H52,52
1290,51,1,H54,H53,53
1346,107,1,H55,H54,54
1346,102,1,H56,H55,55
1451,207,1,H57,H56,56
1451,188,1,H58,H57,57
1451,139,1,H59,H58,58
1451,134,1,H60,H59,59
1451,55,1,H61,H60,60
1481,85,1,H62,H61,61
1511,115,1,H63,H62,62
1534,138,1,H64,H63,63
1540,144,1,H65,H64,64
1540,95,1,H66,H65,65
1619,174,1,H67,H66,66
1619,104,1,H68,H67,67
1619,97,1,H69,H68,68
1619,45,1,H70,H69,69
1674,100,1,H71,H70,70
1674,90,1,H72,H71,71
1674,66,1,H73,H72,72
1683,75,1,H74,H73,73
1707,99,1,H75,H74,74
1707,64,1,H76,H75,75
1719,76,1,H77,H76,76
1739,96,1,H78,H77,77
1791,148,1,H79,H78,78
1791,109,1,H80,H79,79
1791,53,1,H81,H80,80
1795,57,1,H82,H81,81
1878,140,1,H83,H82,82
1878,78,1,H84,H83,83
1928,128,1,H85,H84,84
1928,115,1,H86,H85,85
1928,69,1,H87,H86,86
1998,139,1,H88,H87,87
1998,32,1,H89,H88,88
2001,35,1,H90,H89,89
2074,108,1,H91,H90,90
2074,58,1,H92,H91,91
2075,59,1,H93,H92,92
2166,150,1,H94,H93,93
2166,126,1,H95,H94,94
2166,71,1,H96,H95,95
2189,94,1,H97,H96,96
2189,47,1,H98,H97,97
2260,118,1,H99,H98,98
2260,44,1,H100,H99,99
2276,150,1,H1,H100,100
