G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.31490817880498073,7990,915,76,915,0,1,0.9169398907103825,76,8,8,,0.08306010928961749,1
0,0.5981080401175236,7990,918,80,918,0,2,0.9128540305010894,80,6,6,,0.08714596949891068,1
0,0.3410743728502354,7990,697,263,697,0,3,0.6226685796269728,263,6,6,,0.37733142037302725,1
0,0.2785002331957714,7990,2128,0,2128,0,4,1,0,7,7,,0,
0,0.38592692086291497,7990,191,108,191,0,5,0.43455497382198954,108,7,7,,0.5654450261780105,1
0,0.17628927335640138,7990,1700,446,1700,0,6,0.7376470588235294,446,8,8,,0.26235294117647057,1
0,0.1938199824802676,7990,813,238,813,0,7,0.7072570725707257,238,9,9,,0.29274292742927427,1
0,0.3802930496817463,7990,765,313,765,0,8,0.5908496732026144,313,5,5,,0.4091503267973856,1
0,0.3339687465585213,7990,1423,28,1423,0,9,0.9803232607167955,28,7,7,,0.019676739283204497,1
0,0.20375796970181329,7990,411,300,411,0,10,0.27007299270072993,300,9,9,,0.7299270072992701,1
