G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.5087046682098766,5375,1152,0,1152,0,1,1,0,2,1,,0,
0,0.8513192041522492,5375,544,0,544,0,2,1,0,2,1,,0,
0,0.7892078066969069,5375,4176,0,4176,0,8,1,0,2,1,,0,
1927,0.8724287031741884,5375,7302,0,7302,0,9,1,0,2,1,,0,
0,0.6017693250321416,5375,1822,0,1822,0,10,1,0,2,1,,0,
