run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_0891a5e39e54,active,0,200,80,40,80,77999.99999999999969999999999,0.002564102564102564112426035503
balanced_active_0891a5e39e54,active,1,160,40,80,40,77999.99999999999969999999999,0.002051282051282051289940828403
balanced_active_0891a5e39e54,active,2,120,0,120,0,77999.99999999999969999999999,0.001538461538461538467455621302
balanced_active_0891a5e39e54,active,3,120,0,120,0,77999.99999999999969999999999,0.001538461538461538467455621302
balanced_active_0891a5e39e54,active,4,120,0,120,0,77999.99999999999969999999999,0.001538461538461538467455621302
balanced_active_0891a5e39e54,active,5,120,40,80,0,77999.99999999999969999999999,0.001538461538461538467455621302
balanced_active_0891a5e39e54,active,6,120,80,40,0,77999.99999999999969999999999,0.001538461538461538467455621302
balanced_active_0891a5e39e54,active,7,120,120,0,0,77999.99999999999969999999999,0.001538461538461538467455621302
balanced_active_0891a5e39e54,active,8,80,80,0,0,77999.99999999999969999999999,0.001025641025641025644970414201
balanced_active_0891a5e39e54,active,9,40,40,0,0,77999.99999999999969999999999,0.0005128205128205128224852071007
balanced_active_0891a5e39e54,active,10,0,0,0,0,77999.99999999999969999999999,0E+23
balanced_active_0891a5e39e54,active,11,0,0,0,0,77999.99999999999969999999999,0E+23
balanced_active_0891a5e39e54,active,12,0,0,0,0,77999.99999999999969999999999,0E+23
