run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_14aa711196d1,active,H2,PAY_c4e6a3c5b939,1,7,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H2,PAY_8373de33a3c5,1,500,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H5,PAY_684032ab633b,2,5827,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H5,PAY_4718ebf42517,2,500,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H1,PAY_38c008b651ab,4,2973,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H1,PAY_25e85e9d8bff,4,500,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H4,PAY_0d127b6d4492,5,3688,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H4,PAY_5b832da28c5b,5,500,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H3,PAY_667b86b5670b,8,3,repaid,0,0,0,no_trade
balanced_active_14aa711196d1,active,H3,PAY_90638e587402,8,500,repaid,0,0,0,no_trade
