P_prefix,amount,day,payee,payer,step
111,111,1,H3,H2,1
302,191,1,H8,H7,2
403,101,1,H13,H12,3
537,134,1,H18,H17,4
735,198,1,H23,H22,5
905,170,1,H28,H27,6
955,50,1,H33,H32,7
1059,104,1,H38,H37,8
1168,109,1,H43,H42,9
1239,71,1,H48,H47,10
1401,162,1,H53,H52,11
1523,122,1,H58,H57,12
1602,79,1,H63,H62,13
1813,211,1,H68,H67,14
2001,188,1,H73,H72,15
2142,141,1,H78,H77,16
2265,123,1,H83,H82,17
2380,115,1,H88,H87,18
2516,136,1,H93,H92,19
2663,147,1,H98,H97,20
2688,25,1,big_mid,H2,21
2713,25,1,big_short,H7,22
2738,25,1,big_long,H12,23
2763,25,1,big_mid,H17,24
2788,25,1,big_short,H22,25
2813,25,1,big_long,H27,26
2838,25,1,big_mid,H32,27
2863,25,1,big_short,H37,28
2888,25,1,big_long,H42,29
2913,25,1,big_mid,H47,30
2938,25,1,big_short,H52,31
2963,25,1,big_long,H57,32
2988,25,1,big_mid,H62,33
3013,25,1,big_short,H67,34
3038,25,1,big_long,H72,35
3063,25,1,big_mid,H77,36
3088,25,1,big_short,H82,37
3113,25,1,big_long,H87,38
3138,25,1,big_mid,H92,39
3163,25,1,big_short,H97,40
119,119,3,H6,H5,1
201,82,3,H11,H10,2
309,108,3,H16,H15,3
507,198,3,H21,H20,4
602,95,3,H26,H25,5
697,95,3,H31,H30,6
968,271,3,big_mid,H35,7
1047,79,3,H41,H40,8
1144,97,3,H46,H45,9
1270,126,3,H51,H50,10
1317,47,3,H56,H55,11
1378,61,3,H61,H60,12
1512,134,3,H66,H65,13
1600,88,3,H71,H70,14
1776,176,3,H76,H75,15
1924,148,3,H81,H80,16
2074,150,3,big_long,H85,17
2283,209,3,H91,H90,18
2386,103,3,H96,H95,19
2496,110,3,H1,H100,20
2521,25,3,big_mid,H5,21
2546,25,3,big_short,H10,22
2571,25,3,big_long,H15,23
2596,25,3,big_mid,H20,24
2621,25,3,big_short,H25,25
2646,25,3,big_long,H30,26
2671,25,3,big_mid,H35,27
2696,25,3,big_short,H40,28
2721,25,3,big_long,H45,29
