P_prefix,amount,day,payee,payer,step
2746,25,3,big_mid,H50,30
2771,25,3,big_short,H55,31
2796,25,3,big_long,H60,32
2821,25,3,big_mid,H65,33
2846,25,3,big_short,H70,34
2871,25,3,big_long,H75,35
2896,25,3,big_mid,H80,36
2921,25,3,big_short,H85,37
2946,25,3,big_long,H90,38
2971,25,3,big_mid,H95,39
2996,25,3,big_short,H100,40
93,93,5,H4,H3,1
203,110,5,H9,H8,2
373,170,5,H14,H13,3
468,95,5,H19,H18,4
553,85,5,H24,H23,5
598,45,5,H29,H28,6
684,86,5,H34,H33,7
754,70,5,H39,H38,8
873,119,5,H44,H43,9
1004,131,5,H49,H48,10
1087,83,5,H54,H53,11
1253,166,5,H59,H58,12
1338,85,5,H64,H63,13
1510,172,5,H69,H68,14
1585,75,5,H74,H73,15
1745,160,5,H79,H78,16
1883,138,5,H84,H83,17
2021,138,5,big_mid,H88,18
2196,175,5,H94,H93,19
2305,109,5,H99,H98,20
2330,25,5,big_long,H3,21
2355,25,5,big_mid,H8,22
2380,25,5,big_short,H13,23
2405,25,5,big_long,H18,24
2430,25,5,big_mid,H23,25
2455,25,5,big_short,H28,26
2480,25,5,big_long,H33,27
2505,25,5,big_mid,H38,28
2530,25,5,big_short,H43,29
2555,25,5,big_long,H48,30
2580,25,5,big_mid,H53,31
2605,25,5,big_short,H58,32
2630,25,5,big_long,H63,33
2655,25,5,big_mid,H68,34
2680,25,5,big_short,H73,35
2705,25,5,big_long,H78,36
2730,25,5,big_mid,H83,37
2755,25,5,big_short,H88,38
2780,25,5,big_long,H93,39
2805,25,5,big_mid,H98,40
55,55,7,H2,H1,1
123,68,7,H7,H6,2
223,100,7,H12,H11,3
342,119,7,H17,H16,4
444,102,7,H22,H21,5
520,76,7,H27,H26,6
728,208,7,H32,H31,7
976,248,7,H37,H36,8
1008,32,7,H42,H41,9
1119,111,7,H47,H46,10
1230,111,7,H52,H51,11
1327,97,7,H57,H56,12
1476,149,7,H62,H61,13
1555,79,7,H67,H66,14
1643,88,7,H72,H71,15
1754,111,7,H77,H76,16
1878,124,7,H82,H81,17
2109,231,7,H87,H86,18
2233,124,7,H92,H91,19
2334,101,7,H97,H96,20
2359,25,7,big_short,H1,21
2384,25,7,big_long,H6,22
2409,25,7,big_mid,H11,23
2434,25,7,big_short,H16,24
2459,25,7,big_long,H21,25
2484,25,7,big_mid,H26,26
2509,25,7,big_short,H31,27
2534,25,7,big_long,H36,28
2559,25,7,big_mid,H41,29
2584,25,7,big_short,H46,30
2609,25,7,big_long,H51,31
2634,25,7,big_mid,H56,32
2659,25,7,big_short,H61,33
2684,25,7,big_long,H66,34
2709,25,7,big_mid,H71,35
2734,25,7,big_short,H76,36
2759,25,7,big_long,H81,37
2784,25,7,big_mid,H86,38
2809,25,7,big_short,H91,39
2834,25,7,big_long,H96,40
54,54,9,H5,H4,1
268,214,9,H10,H9,2
402,134,9,H15,H14,3
546,144,9,H20,H19,4
591,45,9,H25,H24,5
656,65,9,H30,H29,6
834,178,9,big_long,H34,7
1027,193,9,H40,H39,8
1122,95,9,H45,H44,9
1270,148,9,H50,H49,10
1359,89,9,H55,H54,11
1438,79,9,H60,H59,12
1507,69,9,H65,H64,13
1709,202,9,H70,H69,14
1857,148,9,H75,H74,15
1936,79,9,H80,H79,16
2133,197,9,H85,H84,17
2381,248,9,H90,H89,18
2487,106,9,H95,H94,19
2650,163,9,H100,H99,20
2675,25,9,big_short,H4,21
2700,25,9,big_long,H9,22
2725,25,9,big_mid,H14,23
2750,25,9,big_short,H19,24
2775,25,9,big_long,H24,25
2800,25,9,big_mid,H29,26
2825,25,9,big_short,H34,27
2850,25,9,big_long,H39,28
2875,25,9,big_mid,H44,29
2900,25,9,big_short,H49,30
2925,25,9,big_long,H54,31
2950,25,9,big_mid,H59,32
2975,25,9,big_short,H64,33
3000,25,9,big_long,H69,34
3025,25,9,big_mid,H74,35
3050,25,9,big_short,H79,36
3075,25,9,big_long,H84,37
3100,25,9,big_mid,H89,38
3125,25,9,big_short,H94,39
3150,25,9,big_long,H99,40
