G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.22648981009014235,8125,1431,0,1431,0,1,1,0,11,10,,0,
0,0.13838149958551296,8125,897,0,897,0,2,1,0,13,10,,0,
0,0.18800822542051762,8125,963,0,963,0,3,1,0,12,10,,0,
0,0.10205363547921109,8125,1595,0,1595,0,4,1,0,13,10,,0,
0,0.220958600330218,8125,3162,0,3162,0,5,1,0,13,10,,0,
0,0.20875774066428973,8125,1460,0,1460,0,6,1,0,13,10,,0,
0,0.27489601962125465,8125,2298,0,2298,0,7,1,0,11,10,,0,
0,0.13711531177193975,8125,878,0,878,0,8,1,0,13,10,,0,
0,0.14136281610851137,8125,1153,0,1153,0,9,1,0,12,10,,0,
0,0.15607187457871483,8125,1113,0,1113,0,10,1,0,12,10,,0,
