run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_48f11bd344b0,active,0,200,80,120,0,13125.00000000000030000000001,0.01523809523809523774693877550
balanced_active_48f11bd344b0,active,1,80,40,40,0,23080.41666666666690000000001,0.003466141931290957306139052198
