strategy,kappa,concentration,mu,outside_mid_ratio,total_face,default_face,default_rate,runs_using_strategy,mean_trading_effect
sell_before,0.25,2.0,0.25,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.25,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.5,0.5,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.5,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.5,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.5,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.5,0.75,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.5,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.5,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.5,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.5,0.8,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.5,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.5,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.5,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.5,0.9,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.5,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.5,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.5,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.5,1.0,14996.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.5,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.5,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.5,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.75,0.5,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.75,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.75,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.75,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.75,0.75,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.75,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.75,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.75,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.75,0.8,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.75,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.75,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.75,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.75,0.9,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.75,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.75,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.75,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,0.75,1.0,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,0.75,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,0.75,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,0.75,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,1.0,0.5,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,1.0,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,1.0,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,1.0,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,1.0,0.75,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,1.0,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,1.0,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,1.0,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,1.0,0.8,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,1.0,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,1.0,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,1.0,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,1.0,0.9,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,1.0,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,1.0,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,1.0,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.25,2.0,1.0,1.0,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,2.0,1.0,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.25,2.0,1.0,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,2.0,1.0,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.0,0.5,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.0,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.0,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.0,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.0,0.75,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.0,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.0,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.0,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.0,0.8,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.0,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.0,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.0,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.0,0.9,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.0,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.0,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.0,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.0,1.0,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.0,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.0,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.0,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.25,0.5,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.25,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.25,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.25,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.25,0.75,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.25,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.25,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.25,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.25,0.8,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.25,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.25,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.25,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.25,0.9,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.25,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.25,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.25,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.25,1.0,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.25,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.25,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.25,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.5,0.5,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.5,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.5,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.5,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.5,0.75,14996.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.5,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.5,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.5,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.5,0.8,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.5,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.5,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.5,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.5,0.9,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.5,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.5,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.5,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.5,1.0,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.5,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.5,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.5,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.75,0.5,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.75,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.75,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.75,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.75,0.75,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.75,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.75,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.75,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.75,0.8,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.75,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.75,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.75,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.75,0.9,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.75,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.75,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.75,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,0.75,1.0,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,0.75,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,0.75,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,0.75,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,1.0,0.5,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,1.0,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,1.0,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,1.0,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,1.0,0.75,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,1.0,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,1.0,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,1.0,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,1.0,0.8,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,1.0,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,1.0,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,1.0,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,1.0,0.9,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,1.0,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,1.0,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,1.0,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.25,5.0,1.0,1.0,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.25,5.0,1.0,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.25,5.0,1.0,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.25,5.0,1.0,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.0,0.5,2419.0,1500.0,0.6200909466721786,1,0.0
hold_to_maturity,0.5,0.2,0.0,0.5,540.0,500.0,0.9259259259259259,1,0.0
sell_before,0.5,0.2,0.0,0.5,12039.0,12039.0,1.0,1,0.0
round_trip,0.5,0.2,0.0,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.0,0.75,7618.0,6277.0,0.8239695458125492,1,0.0
hold_to_maturity,0.5,0.2,0.0,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,0.0,0.75,7380.0,7380.0,1.0,1,0.0
round_trip,0.5,0.2,0.0,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.0,0.8,6481.0,3926.0,0.6057707143959266,1,-0.0685424723296439
hold_to_maturity,0.5,0.2,0.0,0.8,1528.0,1528.0,1.0,1,-0.0685424723296439
sell_before,0.5,0.2,0.0,0.8,6989.0,6989.0,1.0,1,-0.0685424723296439
round_trip,0.5,0.2,0.0,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.0,0.9,2301.0,1514.0,0.6579747935680139,1,0.0
hold_to_maturity,0.5,0.2,0.0,0.9,2030.0,500.0,0.24630541871921183,1,0.0
sell_before,0.5,0.2,0.0,0.9,10666.0,10666.0,1.0,1,0.0
round_trip,0.5,0.2,0.0,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.0,1.0,1502.0,1502.0,1.0,1,0.0
hold_to_maturity,0.5,0.2,0.0,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,0.0,1.0,13496.0,13496.0,1.0,1,0.0
round_trip,0.5,0.2,0.0,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.25,0.5,5471.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,0.25,0.5,530.0,0.0,0.0,1,0.0
sell_before,0.5,0.2,0.25,0.5,8496.0,8496.0,1.0,1,0.0
round_trip,0.5,0.2,0.25,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.25,0.75,6142.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,0.25,0.75,562.0,0.0,0.0,1,0.0
sell_before,0.5,0.2,0.25,0.75,8293.0,8293.0,1.0,1,0.0
round_trip,0.5,0.2,0.25,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.25,0.8,7331.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,0.25,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,0.25,0.8,7667.0,7667.0,1.0,1,0.0
round_trip,0.5,0.2,0.25,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.25,0.9,1022.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,0.25,0.9,1755.0,0.0,0.0,1,0.0
sell_before,0.5,0.2,0.25,0.9,10425.0,10425.0,1.0,1,0.0
round_trip,0.5,0.2,0.25,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.25,1.0,3585.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,0.25,1.0,598.0,0.0,0.0,1,0.0
sell_before,0.5,0.2,0.25,1.0,9476.0,9476.0,1.0,1,0.0
round_trip,0.5,0.2,0.25,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.5,0.5,630.0,0.0,0.0,1,-0.0344068813762752
hold_to_maturity,0.5,0.2,0.5,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,0.5,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.2,0.5,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.5,0.75,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.2,0.5,0.75,1725.0,1725.0,1.0,1,-0.1483432228815254
sell_before,0.5,0.2,0.5,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.2,0.5,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.5,0.8,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.2,0.5,0.8,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,0.5,0.8,5867.0,5867.0,1.0,1,0.0
round_trip,0.5,0.2,0.5,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.5,0.9,3695.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,0.5,0.9,526.0,0.0,0.0,1,0.0
sell_before,0.5,0.2,0.5,0.9,10080.0,10080.0,1.0,1,0.0
round_trip,0.5,0.2,0.5,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.5,1.0,4267.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,0.5,1.0,711.0,0.0,0.0,1,0.0
sell_before,0.5,0.2,0.5,1.0,8840.0,8840.0,1.0,1,0.0
round_trip,0.5,0.2,0.5,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.75,0.5,500.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,0.75,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,0.75,0.5,12953.0,12953.0,1.0,1,0.0
round_trip,0.5,0.2,0.75,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.75,0.75,586.0,0.0,0.0,1,-0.3184878991932795
hold_to_maturity,0.5,0.2,0.75,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,0.75,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.2,0.75,0.75,5277.0,5277.0,1.0,1,-0.3184878991932795
no_trade,0.5,0.2,0.75,0.8,6662.0,0.0,0.0,1,0.5246382609855303
hold_to_maturity,0.5,0.2,0.75,0.8,2803.0,0.0,0.0,1,0.5246382609855303
sell_before,0.5,0.2,0.75,0.8,5532.0,0.0,0.0,1,0.5246382609855303
round_trip,0.5,0.2,0.75,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.75,0.9,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.2,0.75,0.9,505.0,505.0,1.0,1,-0.4382584344579277
sell_before,0.5,0.2,0.75,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.2,0.75,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,0.75,1.0,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.2,0.75,1.0,572.0,572.0,1.0,1,-0.3630059345202373
sell_before,0.5,0.2,0.75,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.2,0.75,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,1.0,0.5,1491.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,1.0,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,1.0,0.5,8576.0,8576.0,1.0,1,0.0
round_trip,0.5,0.2,1.0,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,1.0,0.75,533.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,1.0,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,1.0,0.75,11132.0,11132.0,1.0,1,0.0
round_trip,0.5,0.2,1.0,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,1.0,0.8,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.2,1.0,0.8,1151.0,1151.0,1.0,1,-0.3984130159365206
sell_before,0.5,0.2,1.0,0.8,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.2,1.0,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,1.0,0.9,521.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,1.0,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,1.0,0.9,6768.0,6768.0,1.0,1,0.0
round_trip,0.5,0.2,1.0,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.2,1.0,1.0,500.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.2,1.0,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.2,1.0,1.0,9716.0,9716.0,1.0,1,0.0
round_trip,0.5,0.2,1.0,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.0,0.5,4819.0,4217.0,0.8750778169744761,1,0.4832966593318663
hold_to_maturity,0.5,0.5,0.0,0.5,3032.0,3032.0,1.0,1,0.4832966593318663
sell_before,0.5,0.5,0.0,0.5,7146.0,500.0,0.06996921354603974,1,0.4832966593318663
round_trip,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.0,0.75,5317.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.0,0.75,2827.0,0.0,0.0,1,0.0
sell_before,0.5,0.5,0.0,0.75,6854.0,0.0,0.0,1,0.0
round_trip,0.5,0.5,0.0,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.0,0.8,4413.0,4413.0,1.0,1,0.0
hold_to_maturity,0.5,0.5,0.0,0.8,761.0,761.0,1.0,1,0.0
sell_before,0.5,0.5,0.0,0.8,9823.0,9823.0,1.0,1,0.0
round_trip,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.0,0.9,2430.0,0.0,0.0,1,0.9666622216295506
hold_to_maturity,0.5,0.5,0.0,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.5,0.0,0.9,12568.0,500.0,0.039783577339274345,1,0.9666622216295506
round_trip,0.5,0.5,0.0,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.0,1.0,3752.0,3734.0,0.9952025586353944,1,0.0
hold_to_maturity,0.5,0.5,0.0,1.0,1535.0,1535.0,1.0,1,0.0
sell_before,0.5,0.5,0.0,1.0,9711.0,9711.0,1.0,1,0.0
round_trip,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.25,0.5,6925.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.25,0.5,2730.0,0.0,0.0,1,0.0
sell_before,0.5,0.5,0.25,0.5,5343.0,0.0,0.0,1,0.0
round_trip,0.5,0.5,0.25,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.25,0.75,824.0,0.0,0.0,1,-0.9450556778022272
hold_to_maturity,0.5,0.5,0.25,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.5,0.25,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.5,0.25,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.25,0.8,3630.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.25,0.8,2039.0,0.0,0.0,1,0.0
sell_before,0.5,0.5,0.25,0.8,8553.0,8553.0,1.0,1,0.0
round_trip,0.5,0.5,0.25,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.25,0.9,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.5,0.25,0.9,888.0,888.0,1.0,1,-0.0592039469297953
sell_before,0.5,0.5,0.25,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.5,0.25,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.25,1.0,14998.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.25,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.5,0.25,1.0,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.5,0.25,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.5,0.5,0.5,538.0,538.0,1.0,1,-0.3421579087756735
sell_before,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.5,0.5,0.75,3042.0,3042.0,1.0,1,-1.0
sell_before,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.5,0.5,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.5,0.8,4351.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.5,0.8,659.0,0.0,0.0,1,0.0
sell_before,0.5,0.5,0.5,0.8,8906.0,8906.0,1.0,1,0.0
round_trip,0.5,0.5,0.5,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.5,0.9,14997.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.5,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.5,0.5,0.9,0.0,0.0,0.0,0,0.0
round_trip,0.5,0.5,0.5,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.5,1.0,5370.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.5,0.5,1.0,5163.0,500.0,0.0968429207824908,1,0.0
round_trip,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.75,0.5,6400.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.75,0.5,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.5,0.75,0.5,7271.0,7271.0,1.0,1,0.0
round_trip,0.5,0.5,0.75,0.5,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.75,0.75,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.5,0.75,0.75,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.5,0.75,0.75,5564.0,5564.0,1.0,1,0.0
round_trip,0.5,0.5,0.75,0.75,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.75,0.8,2971.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.75,0.8,591.0,0.0,0.0,1,0.0
sell_before,0.5,0.5,0.75,0.8,8243.0,8243.0,1.0,1,0.0
round_trip,0.5,0.5,0.75,0.8,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.75,0.9,0.0,0.0,0.0,0,0.0
hold_to_maturity,0.5,0.5,0.75,0.9,0.0,0.0,0.0,0,0.0
sell_before,0.5,0.5,0.75,0.9,5259.0,500.0,0.09507510933637574,1,0.0
round_trip,0.5,0.5,0.75,0.9,0.0,0.0,0.0,0,0.0
no_trade,0.5,0.5,0.75,1.0,3633.0,0.0,0.0,1,0.0
hold_to_maturity,0.5,0.5,0.75,1.0,515.0,0.0,0.0,1,0.0
