run_id,kappa,concentration,mu,outside_mid_ratio,delta_passive,delta_active,trading_effect,trading_relief_ratio,dealer_trade_count,trader_dealer_trade_count,n_traders_using_dealer,total_face_traded,total_cash_volume,dealer_active_fraction,dealer_empty_fraction,vbt_usage_fraction,mean_debt_to_money,final_debt_to_money,debt_shrink_rate,frac_defaulted_that_traded,frac_repaid_that_traded
balanced_active_a97788d1b0f5,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.000634920634920625,0.0,1.0,,0.0
balanced_active_228e523b2c50,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0010582010582010418,0.0,1.0,,0.0
balanced_active_9fea3c967e76,0.25,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0010582010582010418,0.0,1.0,,0.0
balanced_active_f341bb1aa78c,0.25,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0009235209235209092,0.0,1.0,,0.0
balanced_active_8a5aa8a6ffa7,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.001172161172161154,0.0,1.0,,0.0
balanced_active_51146c02f524,0.25,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.000634920634920625,0.0,1.0,,0.0
balanced_active_e5c3793dd034,0.25,2.0,0.25,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0010582010582010418,0.0,1.0,,0.0
balanced_active_b5073e72c810,0.25,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0010582010582010418,0.0,1.0,,0.0
balanced_active_b85a6c5dfe46,0.25,2.0,0.75,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0009235209235209092,0.0,1.0,,0.0
balanced_active_4bd0e3b95a26,0.25,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.001172161172161154,0.0,1.0,,0.0
balanced_active_fe6cdab1a332,0.25,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.000634920634920625,0.0,1.0,,0.0
balanced_active_313066401427,0.25,5.0,0.25,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0010582010582010418,0.0,1.0,,0.0
balanced_active_8af4a7cfc902,0.25,5.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0010582010582010418,0.0,1.0,,0.0
balanced_active_2f2d6efc20dd,0.25,5.0,0.75,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0009235209235209092,0.0,1.0,,0.0
balanced_active_83180d680066,0.25,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.001172161172161154,0.0,1.0,,0.0
balanced_active_362c0c1973bf,0.5,0.2,0.0,1.0,1.0,1.0,0.0,0.0,3,2,2,7613.0,6851.7,0.0,1.0,0.0,0.0024242424242424,0.0,1.0,0.89985331377517,0.0
balanced_active_6d4a88f1c436,0.5,0.2,0.25,1.0,0.7211147409827321,0.7211147409827321,0.0,0.0,2,2,2,6170.0,6170.0,0.0,1.0,0.0,0.0034332565718017826,0.0019688818227907,0.6,1.0,0.14295959837437247
balanced_active_a5e72df20f69,0.5,0.2,0.5,1.0,0.6680890785438058,0.6680890785438058,0.0,0.0,2,2,2,6520.0,6520.0,0.0,1.0,0.0,0.0029460658279669375,0.0009852653565921,0.8,1.0,0.14282844515869828
balanced_active_e140d25a955d,0.5,0.2,0.75,1.0,0.6369940654797626,1.0,-0.3630059345202373,-0.5698733382183607,2,2,2,144.0,144.0,0.0,1.0,0.0,0.0043642853961942,0.0038800859439036,0.2,1.0,
balanced_active_52a8deb886cd,0.5,0.2,1.0,1.0,0.9666644442962864,0.9666644442962864,0.0,0.0,2,2,2,0.0,0.0,0.0,1.0,0.0,0.003878771423443766,0.0029090697522199,0.4,1.0,0.0
balanced_active_8b97836f0e97,0.5,0.5,0.0,1.0,0.9987998399786638,0.9987998399786638,0.0,0.0,2,2,2,36.0,36.0,0.0,1.0,0.0,0.0024242424242424,0.0,1.0,0.7507343124165554,0.0
balanced_active_27e973f6f645,0.5,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0020202020202019833,0.0,1.0,,0.0
balanced_active_7f866ff40814,0.5,0.5,0.5,1.0,0.3309995332399813,0.3309995332399813,0.0,0.0,2,1,1,45.0,40.5,0.0,1.0,0.0,0.0033945538772382,0.001939854801868,0.6,1.0,0.4647662713046945
balanced_active_49ab2938456e,0.5,0.5,0.75,1.0,0.7234297906387518,0.7234297906387518,0.0,0.0,2,2,2,3874.0,3874.0,0.0,1.0,0.0,0.0029391427572320003,0.0009835670534544,0.8,1.0,0.12415621986499518
balanced_active_54d69771c899,0.5,0.5,1.0,1.0,0.7924918316996732,0.885377075415083,-0.0928852437154097,-0.1172065628944047,2,2,2,4718.0,4718.0,0.0,1.0,0.0,0.004409038883365499,0.0039695929182462,0.2,1.0,1.0
balanced_active_0c8af724fde4,0.5,1.0,0.0,1.0,0.0,0.1667000066680002,-0.1667000066680002,0.0,3,2,2,1203.0,1082.7,0.0,1.0,0.0,0.0024242424242424,0.0,1.0,0.4,0.8081939665519725
balanced_active_4591892d4df7,0.5,1.0,0.25,1.0,0.9525936791572208,1.0,-0.047406320842779,-0.0497655211031007,2,2,2,422.0,422.0,0.0,1.0,0.0,0.0043656036096375,0.0038827223707902,0.2,1.0,
balanced_active_7f8fa2e5029e,0.5,1.0,0.5,1.0,0.8056815150706855,0.8056815150706855,0.0,0.0,2,2,2,3168.0,3168.0,0.0,1.0,0.0,0.00392038683881385,0.0029544715927556,0.4,1.0,1.0
balanced_active_95f07c1c1380,0.5,1.0,0.75,1.0,0.6827365473094618,0.8911115556444622,-0.2083750083350003,-0.3052055864830549,2,2,2,5152.0,5152.0,0.0,1.0,0.0,0.00440061000884945,0.0039527351692141,0.2,1.0,1.0
balanced_active_072f344efb14,0.5,1.0,1.0,1.0,0.6860038674401546,0.0,0.6860038674401546,1.0,2,2,2,2748.0,2748.0,0.0,1.0,0.0,0.002262943688187608,0.0,1.0,,0.5208375008335
balanced_active_b1ebd57b453c,0.5,2.0,0.0,1.0,0.0,0.9537271636218162,-0.9537271636218162,0.0,2,2,2,3918.0,3918.0,0.0,1.0,0.0,0.0024242424242424,0.0,1.0,0.5218120805369127,0.0
balanced_active_ebb6d946eb42,0.5,2.0,0.25,1.0,0.0,0.0,0.0,0.0,2,2,2,4170.0,4170.0,0.0,1.0,0.0,0.0020450943216873334,0.0,1.0,,0.5032004267235631
balanced_active_c46834bbe94f,0.5,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0020202020202019833,0.0,1.0,,0.0
balanced_active_68954c3534dc,0.5,2.0,0.75,1.0,0.5306040805440725,0.1491532204293905,0.3814508601146819,0.7188992209097763,2,2,2,2474.0,2474.0,0.0,1.0,0.0,0.0029281950659307,0.0009785142728538,0.8,1.0,0.5527779954549017
balanced_active_92c54b0d2c57,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2,2,2,5138.0,5138.0,0.0,1.0,0.0,0.0022612827231814465,0.0,1.0,,0.5265719810628793
balanced_active_c1af9b13ea7c,0.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0012121212121212,0.0,1.0,,0.0
balanced_active_29d6b00be78e,0.5,5.0,0.25,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0020202020202019833,0.0,1.0,,0.0
balanced_active_d6aa1204c059,0.5,5.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0020202020202019833,0.0,1.0,,0.0
balanced_active_1c8d262472a3,0.5,5.0,0.75,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0017630853994489999,0.0,1.0,,0.0
balanced_active_c37a30284d99,0.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.002237762237762215,0.0,1.0,,0.0
balanced_active_8f88620c45fd,1.0,0.2,0.0,1.0,0.8282437658354447,0.8282437658354447,0.0,0.0,5,4,4,10145.0,9130.5,0.0,1.0,0.0,0.0044444444444444,0.0,1.0,0.9597488327161487,0.8039596273291926
balanced_active_7c4a44fe6f1a,1.0,0.2,0.25,1.0,0.8979197226296839,0.9665288705160688,-0.0686091478863848,-0.0764089997772332,4,2,2,5901.0,5015.849999999999,0.0,1.0,0.0,0.0069897647820993,0.0050906406753098,0.3,,0.0
balanced_active_67458dcd4046,1.0,0.2,0.5,1.0,0.8246432857714361,0.8246432857714361,0.0,0.0,2,2,2,0.0,0.0,0.0,1.0,0.0,0.004444397037669081,0.0,1.0,1.0,0.19809885931558935
balanced_active_2c337bc73acb,1.0,0.2,0.75,1.0,1.0,1.0,0.0,0.0,4,3,3,6183.0,6027.0,0.0,1.0,0.0,0.00723158457985955,0.0055742802708303,0.3,1.0,
balanced_active_84e498f62eef,1.0,0.2,1.0,1.0,0.7427657020936124,1.0,-0.2572342979063875,-0.3463195691202872,2,2,2,1248.0,1248.0,0.0,1.0,0.0,0.008019671694826501,0.0071504545007642,0.2,1.0,
balanced_active_1785dc6acd68,1.0,0.5,0.0,1.0,0.8209761301506867,0.8209761301506867,0.0,0.0,3,2,2,2685.0,2416.5,0.0,1.0,0.0,0.0044444444444444,0.0,1.0,0.6737594412409649,0.8916201117318435
balanced_active_e750f23c5761,1.0,0.5,0.25,1.0,0.363581810908121,1.0,-0.6364181890918789,-1.750412616908124,5,5,4,12225.0,11495.25,0.0,1.0,0.0,0.0065495266391329,0.004210164389377,0.4,1.0,
balanced_active_5302a6b4a161,1.0,0.5,0.5,1.0,0.9437258301106815,0.9437258301106815,0.0,0.0,4,2,2,1927.0,1576.0,0.0,1.0,0.0,0.00739835500003275,0.0059078211111767,0.3,,0.0
balanced_active_3d7e09920795,1.0,0.5,0.75,1.0,1.0,1.0,0.0,0.0,4,3,3,157.0,137.65,0.0,1.0,0.0,0.0075592310036954,0.006229573118502,0.3,1.0,
balanced_active_23bfd8574324,1.0,0.5,1.0,1.0,1.0,0.7031406281256251,0.2968593718743748,0.2968593718743748,5,4,3,13828.0,13588.6,0.0,1.0,0.0,0.007181026883013,0.0054731648771372,0.3,,1.0
balanced_active_8c0016950ce3,1.0,1.0,0.0,1.0,0.96165899846636,0.96165899846636,0.0,0.0,4,4,4,6285.0,5771.5,0.0,1.0,0.0,0.0044444444444444,0.0,1.0,0.965330744695604,0.0
balanced_active_b78be3982600,1.0,1.0,0.25,1.0,0.4738631817575676,0.8972529670622749,-0.4233897853047072,-0.893485296186858,5,4,4,4663.0,4384.25,0.0,1.0,0.0,0.0068842176268642,0.0048795463648396,0.4,,0.0
balanced_active_75ff99206c97,1.0,1.0,0.5,1.0,1.0,0.7304486965797719,0.269551303420228,0.269551303420228,6,5,4,13772.0,12803.7,0.0,1.0,0.0,0.0065476818526249,0.004206474816361,0.4,,1.0
balanced_active_d3cd7ed0942c,1.0,1.0,0.75,1.0,0.8441021537640861,0.9189837967593518,-0.0748816429952657,-0.0887115885930958,6,5,4,7265.0,7202.700000000001,0.0,1.0,0.0,0.005917938209540334,0.0040902221195122,0.5,1.0,0.0
balanced_active_a7b65165eff2,1.0,1.0,1.0,1.0,1.0,0.7297459491898379,0.270254050810162,0.270254050810162,5,3,3,6303.0,5232.799999999999,0.0,1.0,0.0,0.006675071448910601,0.0044612540089324,0.4,,1.0
balanced_active_402364c3f1a8,1.0,2.0,0.0,1.0,0.6940925456727562,0.6940925456727562,0.0,0.0,4,4,4,8284.0,7718.4,0.0,1.0,0.0,0.0044444444444444,0.0,1.0,0.951969260326609,0.7136006974716652
balanced_active_f53492bc0d3e,1.0,2.0,0.25,1.0,1.0,0.7322797892911915,0.2677202107088084,0.2677202107088084,6,5,4,11752.0,10793.0,0.0,1.0,0.0,0.0061526567319570005,0.0034164245750252,0.5,,1.0
balanced_active_79d987836579,1.0,2.0,0.5,1.0,0.845179357247633,0.8118415788771836,0.0333377783704493,0.0394446197538655,6,5,4,10118.0,9223.650000000001,0.0,1.0,0.0,0.006199916543556,0.0035109441982232,0.5,,1.0
balanced_active_835f719aeb6f,1.0,2.0,0.75,1.0,1.0,0.7584850303394012,0.2415149696605987,0.2415149696605987,6,5,5,14037.0,13249.45,0.0,1.0,0.0,0.00607559196760125,0.0032622950463137,0.5,,1.0
balanced_active_b166aa886510,1.0,2.0,1.0,1.0,0.7360805494432219,0.8889777955591118,-0.1528972461158898,-0.2077180904067397,6,5,4,12421.0,10940.100000000002,0.0,1.0,0.0,0.0061081487930902505,0.0033274086972917,0.5,,0.0
balanced_active_698304480a33,1.0,5.0,0.0,1.0,0.0,0.1000133351113481,-0.1000133351113481,0.0,5,4,4,7954.0,7158.6,0.0,1.0,0.0,0.0044444444444444,0.0,1.0,0.6666666666666666,0.907097347755223
balanced_active_efd4ac19050b,1.0,5.0,0.25,1.0,1.0,0.8249099879983997,0.1750900120016002,0.1750900120016002,5,3,3,5259.0,4562.65,0.0,1.0,0.0,0.0067321443083898005,0.0045753997278908,0.4,1.0,1.0
balanced_active_8dc1c786a4e6,1.0,5.0,0.5,1.0,1.0,0.779303907187625,0.2206960928123749,0.2206960928123749,5,3,3,6000.0,5157.15,0.0,1.0,0.0,0.00668131263015165,0.0044737363714145,0.4,,1.0
balanced_active_ab4f2f80fed3,1.0,5.0,0.75,1.0,1.0,1.0,0.0,0.0,6,6,4,16237.0,15296.55,0.0,1.0,0.0,0.00663762730106505,0.0043863657132413,0.4,1.0,
balanced_active_166c81136995,1.0,5.0,1.0,1.0,1.0,0.7869049206560874,0.2130950793439125,0.2130950793439125,6,4,4,10349.0,9038.900000000001,0.0,1.0,0.0,0.0060729860474396,0.0032570832059904,0.5,,1.0
balanced_active_65309a45d41a,2.0,0.2,0.0,1.0,0.9902647196105888,0.9902647196105888,0.0,0.0,5,4,4,11549.0,10394.1,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,0.9663322335196283,0.0
balanced_active_10b1115b990f,2.0,0.2,0.25,1.0,0.9666622216295506,0.9666622216295506,0.0,0.0,6,4,4,8313.0,7373.95,0.0,1.0,0.0,0.01005859561959405,0.0048790960010929,0.5,,0.0
balanced_active_5fbfb18a7f3d,2.0,0.2,0.5,1.0,0.9203173968126958,0.8869773954790958,0.0333400013336,0.0362266338211853,6,5,4,19736.0,19302.949999999997,0.0,1.0,0.0,0.01036522528301155,0.0054923553279279,0.4,,1.0
balanced_active_c2285c796306,2.0,0.2,0.75,1.0,1.0,1.0,0.0,0.0,2,1,1,450.0,382.5,0.0,1.0,0.0,0.013777963034043,0.0123178308299908,0.2,1.0,
balanced_active_abe135938b38,2.0,0.2,1.0,1.0,0.927052077082083,1.0,-0.0729479229179169,-0.0786880529382147,5,4,4,8396.0,6754.4,0.0,1.0,0.0,0.0106691299712711,0.006100164704447,0.4,1.0,
balanced_active_04be49f25aa4,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,4,4,4,10395.0,9367.5,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,0.9626616882250967,
balanced_active_25ae6555423f,2.0,0.5,0.25,1.0,0.9383251100146686,0.9383251100146686,0.0,0.0,6,4,4,8323.0,7409.05,0.0,1.0,0.0,0.01015733557766335,0.0050765759172315,0.5,1.0,1.0
balanced_active_a161d3f7de61,2.0,0.5,0.5,1.0,0.8949123157964926,0.8949123157964926,0.0,0.0,4,2,2,70.0,62.849999999999994,0.0,1.0,0.0,0.008959449098593837,0.0030507569690729,0.8,1.0,0.0
balanced_active_9d42d2379c61,2.0,0.5,0.75,1.0,1.0,0.724696626216829,0.275303373783171,0.275303373783171,6,5,4,13106.0,12235.449999999999,0.0,1.0,0.0,0.0106015329738018,0.0059649707095084,0.4,,1.0
balanced_active_446b507b8e32,2.0,0.5,1.0,1.0,1.0,0.8190425390052006,0.1809574609947993,0.1809574609947993,6,4,4,10131.0,8883.2,0.0,1.0,0.0,0.009980621970460849,0.0047231487028265,0.5,,1.0
balanced_active_b8b9039369bc,2.0,1.0,0.0,1.0,0.9809307907721028,0.9809307907721028,0.0,0.0,3,2,2,6437.0,5793.299999999999,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,0.8410141381185426,0.0
balanced_active_e51af9df5a02,2.0,1.0,0.25,1.0,0.9433886777355472,0.910048676401947,0.0333400013336,0.035340684195646,5,3,3,9792.0,7923.050000000001,0.0,1.0,0.0,0.01058740248257335,0.0059367097270515,0.4,,1.0
balanced_active_50fe89bd5893,2.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,6,4,4,9806.0,8338.25,0.0,1.0,0.0,0.0100428943931499,0.0048476935482046,0.5,1.0,
balanced_active_1c131b9c2309,2.0,1.0,0.75,1.0,0.947259634617949,0.9139218562474996,0.0333377783704493,0.0351939184908847,7,5,5,12498.0,10791.95,0.0,1.0,0.0,0.00935211858469305,0.0034661419312909,0.6,,1.0
balanced_active_867bb3f4e6bb,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6,4,4,5875.0,4982.35,0.0,1.0,0.0,0.0105141717474946,0.005790248256894,0.5,1.0,
balanced_active_86a0220fba98,2.0,2.0,0.0,1.0,1.0,0.8789757951590318,0.1210242048409681,0.1210242048409681,5,4,4,11105.0,9994.5,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,0.941738734638143,1.0
balanced_active_6c6c4de4b221,2.0,2.0,0.25,1.0,1.0,1.0,0.0,0.0,7,5,5,12497.0,10754.0,0.0,1.0,0.0,0.0093549728816786,0.003471850525262,0.6,1.0,
balanced_active_cc7ee77ffc1f,2.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,6,4,4,6994.0,6045.15,0.0,1.0,0.0,0.0103461666359757,0.0054542380338562,0.5,1.0,
balanced_active_62eaa311518d,2.0,2.0,0.75,1.0,1.0,0.7364806294592251,0.2635193705407748,0.2635193705407748,7,5,5,12497.0,10897.4,0.0,1.0,0.0,0.00934427001099655,0.0034504447838979,0.6,,1.0
balanced_active_943eabee114a,2.0,2.0,1.0,1.0,1.0,0.8065613122624524,0.1934386877375475,0.1934386877375475,6,4,4,8613.0,7491.200000000001,0.0,1.0,0.0,0.0101466852299582,0.0050552752218212,0.5,,1.0
balanced_active_1939de9f90c4,2.0,5.0,0.0,1.0,0.803640485398053,0.803640485398053,0.0,0.0,6,5,5,12498.0,11248.2,0.0,1.0,0.0,0.0076190476190476,0.0,1.0,1.0,1.0
balanced_active_c3a4128783f6,2.0,5.0,0.25,1.0,1.0,1.0,0.0,0.0,7,5,5,12497.0,10756.45,0.0,1.0,0.0,0.0093547469033609,0.0034713985686266,0.6,1.0,
balanced_active_185e38a78b5a,2.0,5.0,0.5,1.0,1.0,0.8203093745832777,0.1796906254167222,0.1796906254167222,7,5,5,12498.0,10778.3,0.0,1.0,0.0,0.00935316670100495,0.0034682381639147,0.6,1.0,1.0
balanced_active_7201284af609,2.0,5.0,0.75,1.0,0.9184612307487164,0.885125675045003,0.0333355557037135,0.0362950058072009,7,5,5,12499.0,10783.7,0.0,1.0,0.0,0.0093527194999732,0.0034673437618512,0.6,,1.0
balanced_active_c3a8e4e4c9c3,2.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,7,5,5,12497.0,10685.1,0.0,1.0,0.0,0.00936010709726655,0.0034821189564379,0.6,1.0,
balanced_active_3afe1890a88f,4.0,0.2,0.0,1.0,1.0,1.0,0.0,0.0,5,4,4,12345.0,11110.5,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,0.9654597586183904,
balanced_active_8b96efe499a3,4.0,0.2,0.25,1.0,0.930790772102947,0.9656620882784372,-0.03487131617549,-0.0374641833810888,6,3,3,5068.0,4334.7,0.0,1.0,0.0,0.014868359307836268,0.0114932620751084,0.3,,0.0
balanced_active_d633cd45ef8a,4.0,0.2,0.5,1.0,1.0,1.0,0.0,0.0,6,4,4,9023.0,8100.299999999999,0.0,1.0,0.0,0.015036196763109449,0.0063686898225152,0.5,1.0,
balanced_active_dc1b39099a4d,4.0,0.2,0.75,1.0,0.9333288885925728,0.9333288885925728,0.0,0.0,4,2,2,0.0,0.0,0.0,1.0,0.0,0.01564436020449838,0.0094810320103343,0.6,1.0,0.0
balanced_active_2f3091c76976,4.0,0.2,1.0,1.0,1.0,1.0,0.0,0.0,5,3,3,2017.0,1811.7,0.0,1.0,0.0,0.018224886832732698,0.0127460699617617,0.4,1.0,
balanced_active_c619107e43f9,4.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,6,5,5,12498.0,11248.2,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,1.0,
balanced_active_b188d5e91147,4.0,0.5,0.25,1.0,1.0,1.0,0.0,0.0,7,5,5,12499.0,11086.400000000001,0.0,1.0,0.0,0.013992266628561949,0.0042808295534202,0.6,1.0,
balanced_active_c0401aff5ad1,4.0,0.5,0.5,1.0,0.9811962392478496,0.9811962392478496,0.0,0.0,6,4,4,12223.0,9927.699999999999,0.0,1.0,0.0,0.014621443946328149,0.0055391841889526,0.5,1.0,1.0
balanced_active_2ef4b7de1093,4.0,0.5,0.75,1.0,1.0,1.0,0.0,0.0,6,4,4,10786.0,9649.550000000001,0.0,1.0,0.0,0.014750097350635049,0.0057964909975664,0.5,1.0,
balanced_active_83ed95eb83f0,4.0,0.5,1.0,1.0,1.0,0.6686003867440155,0.3313996132559845,0.3313996132559845,6,4,4,11212.0,10006.15,0.0,1.0,0.0,0.01469149977337155,0.0056792958430394,0.5,,1.0
balanced_active_b96f1a911877,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6,5,5,12498.0,11248.199999999999,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,1.0,
balanced_active_2db43a37a956,4.0,1.0,0.25,1.0,0.9336578210428056,0.9598613148419788,-0.0262034937991732,-0.0280654145540241,7,4,4,5942.0,5075.450000000001,0.0,1.0,0.0,0.013473432003827966,0.0092534044817322,0.4,,0.0
balanced_active_815126ddaad0,4.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,7,6,5,13802.0,12209.55,0.0,1.0,0.0,0.0140287265491302,0.0043537493945567,0.6,1.0,
balanced_active_459f54014b1e,4.0,1.0,0.75,1.0,1.0,0.8983728994398505,0.1016271005601493,0.1016271005601493,7,5,5,12496.0,10771.45,0.0,1.0,0.0,0.014028850949304299,0.0043539981949049,0.6,,1.0
balanced_active_25d2cf9e9ee2,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7,5,5,12498.0,10971.0,0.0,1.0,0.0,0.01400562980272955,0.0043075559017554,0.6,1.0,
balanced_active_f5ff172ba9bb,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,6,5,5,12498.0,11248.199999999999,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,1.0,
balanced_active_4b3c66968ebd,4.0,2.0,0.25,1.0,1.0,0.8217643528705741,0.1782356471294258,0.1782356471294258,7,5,5,12497.0,10612.9,0.0,1.0,0.0,0.014047848184537949,0.0043919926653722,0.6,,1.0
balanced_active_c7b694b86159,4.0,2.0,0.5,1.0,1.0,0.847112948393119,0.1528870516068809,0.1528870516068809,7,5,5,12498.0,10770.35,0.0,1.0,0.0,0.01402908201592425,0.0043544603281448,0.6,,1.0
balanced_active_9d676aefee8f,4.0,2.0,0.75,1.0,1.0,0.9364581944259234,0.0635418055740765,0.0635418055740765,7,5,5,12498.0,10885.8,0.0,1.0,0.0,0.0140155441928317,0.0043273846819597,0.6,1.0,1.0
balanced_active_442eaae7be8c,4.0,2.0,1.0,1.0,1.0,0.8841101553644062,0.1158898446355937,0.1158898446355937,7,5,5,12497.0,10403.8,0.0,1.0,0.0,0.01407357829993145,0.0044434528961592,0.6,,1.0
balanced_active_0de21dcc9f19,4.0,5.0,0.0,1.0,1.0,0.9171889585278036,0.0828110414721962,0.0828110414721962,6,5,5,12498.0,11248.2,0.0,1.0,0.0,0.01185185185185185,0.0,1.0,1.0,1.0
balanced_active_ee08c62ffcf8,4.0,5.0,0.25,1.0,1.0,1.0,0.0,0.0,7,5,5,12499.0,10758.400000000001,0.0,1.0,0.0,0.01403050504475885,0.004357306385814,0.6,1.0,
balanced_active_93ebd8119b5e,4.0,5.0,0.5,1.0,1.0,1.0,0.0,0.0,7,5,5,12498.0,10608.949999999999,0.0,1.0,0.0,0.014048571782874799,0.0043934398620459,0.6,1.0,
balanced_active_34dda91ffe36,4.0,5.0,0.75,1.0,1.0,1.0,0.0,0.0,7,5,5,12498.0,10886.0,0.0,1.0,0.0,0.0140155441928317,0.0043273846819597,0.6,1.0,
