run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_39924b883284,active,H2,PAY_b770dcdf8de9,1,2018,repaid,0,1,3603.15,sell_before
balanced_active_39924b883284,active,H2,PAY_b43e9458534a,1,500,repaid,0,1,3603.15,sell_before
