G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2943686811528595,40000,1128,579,1128,0,1,0.4867021276595745,579,10,10,,0.5132978723404256,1
0,0.14452966023875113,40000,1650,1650,1650,0,2,0,1650,9,9,,1,1
0,0.2412153859102769,40000,545,545,545,0,3,0,545,10,10,,1,1
0,0.24629663968838586,40000,949,949,949,0,4,0,949,9,9,,1,1
0,0.22443139586740002,40000,868,868,868,0,5,0,868,10,10,,1,1
0,0.1333888864523486,40000,755,755,755,0,6,0,755,10,10,,1,1
0,0.16890511498362754,40000,1630,1630,1630,0,7,0,1630,9,9,,1,1
0,0.18811934132997335,40000,547,547,547,0,8,0,547,10,10,,1,1
0,0.1278709724057333,40000,998,998,998,0,9,0,998,10,10,,1,1
0,0.13501833083951645,40000,882,882,882,0,10,0,882,10,10,,1,1
