run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_d2bb43c47458,active,H2,PAY_99c972120e72,1,196,repaid,0,1,615.40,sell_before
balanced_active_d2bb43c47458,active,H2,PAY_afb79abd7c7f,1,500,repaid,0,1,615.40,sell_before
