G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.7491349480968859,18554,3400,3400,3400,0,1,0,3400,2,1,,1,1
0,0.7318946198321671,18554,3135,0,3135,0,2,1,0,2,1,,0,
0,0.7596829062763335,18554,3580,0,3580,0,8,1,0,2,1,,0,
0,0.743585556906903,18554,3311,0,3311,0,9,1,0,2,1,,0,
0,0.5660525898880935,18554,1571,0,1571,0,10,1,0,2,1,,0,
