G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.5000412389609411,27250,991,991,991,0,1,0,991,2,1,,1,1
0,0.7866930533076988,27250,4119,4119,4119,0,3,0,4119,2,1,,1,1
0,0.8297824522331197,27250,5323,5323,5323,0,5,0,5323,2,1,,1,1
0,0.7416618601776634,27250,3281,3281,3281,0,7,0,3281,2,1,,1,1
0,0.5243270564349801,27250,1283,1283,1283,0,9,0,1283,2,1,,1,1
