agent_id,agent_kind,agent_name,amount,assets_cash,item_name,item_type,liabilities_cash,net_financial,total_financial_assets,total_financial_liabilities,total_inventory_value,total_nonfinancial_value
CB,,,,,,,5000.0,-5000.0,0,5000.0,0.0,0.0
H1,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H2,,,,45.0,,,,45.0,45.0,0,0.0,0.0
H3,,,,49.0,,,,49.0,49.0,0,0.0,0.0
H4,,,,33.0,,,,33.0,33.0,0,0.0,0.0
H5,,,,70.0,,,,70.0,70.0,0,0.0,0.0
H6,,,,53.0,,,,53.0,53.0,0,0.0,0.0
H7,,,,41.0,,,,41.0,41.0,0,0.0,0.0
H8,,,,54.0,,,,54.0,54.0,0,0.0,0.0
H9,,,,55.0,,,,55.0,55.0,0,0.0,0.0
H10,,,,,,,,0,0,0,0.0,0.0
H11,,,,85.0,,,,85.0,85.0,0,0.0,0.0
H12,,,,,,,,0,0,0,0.0,0.0
H13,,,,115.0,,,,115.0,115.0,0,0.0,0.0
H14,,,,50.0,,,,50.0,50.0,0,0.0,0.0
H15,,,,48.0,,,,48.0,48.0,0,0.0,0.0
H16,,,,52.0,,,,52.0,52.0,0,0.0,0.0
H17,,,,20.0,,,,20.0,20.0,0,0.0,0.0
H18,,,,80.0,,,,80.0,80.0,0,0.0,0.0
H19,,,,48.0,,,,48.0,48.0,0,0.0,0.0
H20,,,,,,,,0,0,0,0.0,0.0
H21,,,,92.0,,,,92.0,92.0,0,0.0,0.0
H22,,,,,,,,0,0,0,0.0,0.0
H23,,,,91.0,,,,91.0,91.0,0,0.0,0.0
H24,,,,69.0,,,,69.0,69.0,0,0.0,0.0
H25,,,,,,,,0,0,0,0.0,0.0
H26,,,,100.0,,,,100.0,100.0,0,0.0,0.0
H27,,,,,,,,0,0,0,0.0,0.0
H28,,,,98.0,,,,98.0,98.0,0,0.0,0.0
H29,,,,52.0,,,,52.0,52.0,0,0.0,0.0
H30,,,,40.0,,,,40.0,40.0,0,0.0,0.0
H31,,,,48.0,,,,48.0,48.0,0,0.0,0.0
H32,,,,29.0,,,,29.0,29.0,0,0.0,0.0
H33,,,,,,,,0,0,0,0.0,0.0
H34,,,,131.0,,,,131.0,131.0,0,0.0,0.0
H35,,,,40.0,,,,40.0,40.0,0,0.0,0.0
H36,,,,60.0,,,,60.0,60.0,0,0.0,0.0
H37,,,,,,,,0,0,0,0.0,0.0
H38,,,,102.0,,,,102.0,102.0,0,0.0,0.0
H39,,,,,,,,0,0,0,0.0,0.0
H40,,,,97.0,,,,97.0,97.0,0,0.0,0.0
H41,,,,38.0,,,,38.0,38.0,0,0.0,0.0
