P_prefix,amount,day,payee,payer,step
75,75,1,big_long,H1,1
310,235,1,H3,H2,2
310,99,1,H4,H3,3
355,144,1,H5,H4,4
394,183,1,H6,H5,5
394,112,1,H7,H6,6
479,197,1,H8,H7,7
479,138,1,H9,H8,8
479,57,1,H10,H9,9
516,94,1,H11,H10,10
568,146,1,H12,H11,11
568,41,1,H13,H12,12
681,154,1,H14,H13,13
748,221,1,H15,H14,14
748,167,1,H16,H15,15
748,110,1,H17,H16,16
792,154,1,H18,H17,17
792,150,1,H19,H18,18
839,197,1,vbt_short,H19,19
1215,376,1,H21,H20,20
1215,54,1,H22,H21,21
1230,69,1,H23,H22,22
1230,54,1,H24,H23,23
1261,85,1,H25,H24,24
1261,35,1,H26,H25,25
1429,203,1,H27,H26,26
1429,71,1,H28,H27,27
1475,117,1,H29,H28,28
1475,90,1,H30,H29,29
1553,168,1,H31,H30,30
1553,101,1,H32,H31,31
1553,88,1,H33,H32,32
1587,122,1,H34,H33,33
1587,121,1,H35,H34,34
1623,157,1,H36,H35,35
1623,46,1,H37,H36,36
1664,87,1,H38,H37,37
1664,42,1,H39,H38,38
1664,32,1,H40,H39,39
1718,86,1,H41,H40,40
1721,89,1,H42,H41,41
1782,150,1,H43,H42,42
1782,107,1,H44,H43,43
1900,225,1,H45,H44,44
1900,79,1,H46,H45,45
1943,122,1,H47,H46,46
1943,110,1,H48,H47,47
1964,131,1,H49,H48,48
1964,100,1,H50,H49,49
2036,172,1,H51,H50,50
2036,135,1,H52,H51,51
2036,81,1,H53,H52,52
2101,146,1,H54,H53,53
2106,151,1,H55,H54,54
2106,65,1,H56,H55,55
2106,60,1,H57,H56,56
2233,187,1,H58,H57,57
2233,93,1,H59,H58,58
2314,174,1,H60,H59,59
2314,35,1,H61,H60,60
2362,83,1,H62,H61,61
2445,166,1,H63,H62,62
2445,146,1,vbt_short,H63,63
2690,245,1,H65,H64,64
2690,176,1,H66,H65,65
2720,206,1,H67,H66,66
2720,144,1,H68,H67,67
2720,38,1,H69,H68,68
2764,82,1,H70,H69,69
2852,170,1,H71,H70,70
2852,68,1,H72,H71,71
2905,121,1,H73,H72,72
2998,214,1,H74,H73,73
2998,203,1,H75,H74,74
2998,106,1,H76,H75,75
2998,89,1,H77,H76,76
2998,33,1,H78,H77,77
3156,191,1,H79,H78,78
3156,142,1,H80,H79,79
3156,126,1,H81,H80,80
3193,163,1,H82,H81,81
3193,124,1,H83,H82,82
3193,94,1,H84,H83,83
3215,116,1,H85,H84,84
3215,86,1,H86,H85,85
