G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.12234064314391514,9814,951,121,951,0,1,0.8727655099894848,121,10,10,,0.12723449001051526,1
0,0.13657719718734623,9814,1506,220,1506,0,2,0.8539176626826029,220,10,10,,0.1460823373173971,1
0,0.16228192645291312,9814,861,114,861,0,3,0.867595818815331,114,10,10,,0.13240418118466898,1
0,0.14078889324576022,9814,808,501,808,0,4,0.37995049504950495,501,10,10,,0.620049504950495,1
0,0.12970790683050518,9814,859,554,859,0,5,0.3550640279394645,554,10,10,,0.6449359720605355,1
0,0.14067287181664753,9814,1097,381,1097,0,6,0.6526891522333638,381,10,10,,0.3473108477666363,1
0,0.1822127226993705,9814,831,425,831,0,7,0.48856799037304455,425,10,10,,0.5114320096269555,1
0,0.23918596310496182,9814,997,573,997,0,8,0.42527582748244735,573,10,10,,0.5747241725175527,1
0,0.20716011542927396,9814,968,521,968,0,9,0.4617768595041322,521,10,10,,0.5382231404958677,1
0,0.18161799638657414,9814,1074,393,1074,0,10,0.6340782122905028,393,10,10,,0.3659217877094972,1
