G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2887572609434544,9774,2129,0,2129,0,1,1,0,10,10,,0,
0,0.18771913475986907,9774,586,0,586,0,2,1,0,11,10,,0,
0,0.34630431865953104,9774,1295,0,1295,0,3,1,0,12,10,,0,
0,0.3033575531911631,9774,1142,0,1142,0,4,1,0,10,10,,0,
0,0.21327463707732117,9774,1208,0,1208,0,5,1,0,9,10,,0,
0,0.5640021197011216,9774,2771,0,2771,0,6,1,0,10,10,,0,
0,0.19406226284949363,9774,1483,0,1483,0,7,1,0,11,10,,0,
0,0.2103420449812578,9774,784,0,784,0,8,1,0,12,10,,0,
0,0.18442830035627375,9774,2645,0,2645,0,9,1,0,10,10,,0,
0,0.19908521413483934,9774,911,0,911,0,10,1,0,11,10,,0,
