run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_1bc0ebfb33c3,active,0,200,80,40,80,40875.00000000000000000000001,0.004892966360856269113149847094
balanced_active_1bc0ebfb33c3,active,1,160,40,80,40,39559.40000000000000000000001,0.004044550726249639782200943390
balanced_active_1bc0ebfb33c3,active,2,120,0,120,0,39559.40000000000000000000001,0.003033413044687229836650707543
balanced_active_1bc0ebfb33c3,active,3,120,0,120,0,39559.40000000000000000000001,0.003033413044687229836650707543
balanced_active_1bc0ebfb33c3,active,4,120,0,120,0,39559.40000000000000000000001,0.003033413044687229836650707543
balanced_active_1bc0ebfb33c3,active,5,120,40,80,0,39559.40000000000000000000001,0.003033413044687229836650707543
balanced_active_1bc0ebfb33c3,active,6,120,80,40,0,39559.40000000000000000000001,0.003033413044687229836650707543
balanced_active_1bc0ebfb33c3,active,7,120,120,0,0,39559.40000000000000000000001,0.003033413044687229836650707543
balanced_active_1bc0ebfb33c3,active,8,80,80,0,0,39559.40000000000000000000001,0.002022275363124819891100471695
balanced_active_1bc0ebfb33c3,active,9,40,40,0,0,39559.40000000000000000000001,0.001011137681562409945550235848
balanced_active_1bc0ebfb33c3,active,10,0,0,0,0,39559.40000000000000000000001,0E+23
balanced_active_1bc0ebfb33c3,active,11,0,0,0,0,39559.40000000000000000000001,0E+23
balanced_active_1bc0ebfb33c3,active,12,0,0,0,0,39559.40000000000000000000001,0E+23
