run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_30bc10ae6c2f,active,0,200,80,80,40,40499.99999999999970000000001,0.004938271604938271641518061270
balanced_active_30bc10ae6c2f,active,1,160,40,120,0,40404.29999999999970000000001,0.003959974557163470254106428452
balanced_active_30bc10ae6c2f,active,2,160,80,80,0,40404.29999999999970000000001,0.003959974557163470254106428452
balanced_active_30bc10ae6c2f,active,3,120,40,80,0,40404.29999999999970000000001,0.002969980917872602690579821339
balanced_active_30bc10ae6c2f,active,4,120,80,40,0,40404.29999999999970000000001,0.002969980917872602690579821339
balanced_active_30bc10ae6c2f,active,5,80,40,40,0,40404.29999999999970000000001,0.001979987278581735127053214226
balanced_active_30bc10ae6c2f,active,6,80,80,0,0,40404.29999999999970000000001,0.001979987278581735127053214226
balanced_active_30bc10ae6c2f,active,7,40,40,0,0,40404.29999999999970000000001,0.0009899936392908675635266071130
balanced_active_30bc10ae6c2f,active,8,40,40,0,0,40404.29999999999970000000001,0.0009899936392908675635266071130
balanced_active_30bc10ae6c2f,active,9,0,0,0,0,40404.29999999999970000000001,0E+23
