run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_8c563914cc9d,active,H2,PAY_cef4e0536267,1,1485,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H2,PAY_231dc00eb3be,1,500,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H5,PAY_fdd91c8d8a7e,2,1733,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H5,PAY_5a5146dda7f1,2,500,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H1,PAY_431e4a3c11aa,4,3058,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H1,PAY_c9d8b272e60c,4,500,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H4,PAY_2e6d67b1e41f,5,2884,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H4,PAY_1626024459b7,5,500,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H3,PAY_d3abf2f25569,8,3338,repaid,0,0,0,no_trade
balanced_active_8c563914cc9d,active,H3,PAY_a4e392c17944,8,500,repaid,0,0,0,no_trade
