G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.13626690120898616,10000,1295,361,1295,0,1,0.7212355212355213,361,10,10,,0.27876447876447874,1
0,0.14166424801887337,10000,941,224,941,0,2,0.7619553666312433,224,10,10,,0.23804463336875664,1
0,0.11641454152205623,10000,1128,368,1128,0,3,0.6737588652482269,368,10,10,,0.3262411347517731,1
0,0.1469700740740741,10000,1125,475,1125,0,4,0.5777777777777777,475,10,10,,0.4222222222222222,1
0,0.15664492124112836,10000,988,295,988,0,5,0.701417004048583,295,10,10,,0.298582995951417,1
0,0.1218548084967542,10000,1177,471,1177,0,6,0.5998300764655905,471,10,10,,0.4001699235344095,1
0,0.28094355505671076,10000,736,375,736,0,7,0.4904891304347826,375,10,10,,0.5095108695652174,1
0,0.11120505517977929,10000,636,636,636,0,8,0,636,10,10,,1,1
0,0.20167842544843237,10000,1094,468,1094,0,9,0.5722120658135283,468,10,10,,0.42778793418647165,1
0,0.14636012405536764,10000,826,629,826,0,10,0.23849878934624696,629,10,10,,0.761501210653753,1
