G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.08921461838942307,14375,1664,0,1664,0,1,1,0,13,10,,0,
0,0.08768196854863236,14375,1653,0,1653,0,2,1,0,13,10,,0,
0,0.08922240249984977,14375,1548,0,1548,0,3,1,0,13,10,,0,
0,0.08768201724595212,14375,1362,0,1362,0,4,1,0,13,10,,0,
0,0.08892519406978457,14375,1499,0,1499,0,5,1,0,13,10,,0,
0,0.08877844942999716,14375,1570,0,1570,0,6,1,0,13,10,,0,
0,0.08366040428061831,14375,1450,0,1450,0,7,1,0,13,10,,0,
0,0.09785125728242763,14375,1507,0,1507,0,8,1,0,13,10,,0,
0,0.08930766049701692,14375,1173,0,1173,0,9,1,0,13,10,,0,
0,0.08979438721452827,14375,1529,0,1529,0,10,1,0,13,10,,0,
