G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.12658373773486678,40000,1167,1167,1167,0,1,0,1167,10,10,,1,1
0,0.12248522124234046,40000,981,981,981,0,2,0,981,10,10,,1,1
0,0.1331394069645742,40000,907,907,907,0,3,0,907,10,10,,1,1
0,0.11406057859412227,40000,1027,1027,1027,0,4,0,1027,10,10,,1,1
0,0.11421877930899614,40000,867,867,867,0,5,0,867,10,10,,1,1
0,0.11292592523781213,40000,928,928,928,0,6,0,928,10,10,,1,1
0,0.11348301057132429,40000,1119,1119,1119,0,7,0,1119,10,10,,1,1
0,0.11802765487350748,40000,1113,1113,1113,0,8,0,1113,10,10,,1,1
0,0.11721960254936581,40000,899,899,899,0,9,0,899,10,10,,1,1
0,0.12009732910819375,40000,940,940,940,0,10,0,940,10,10,,1,1
