G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.26024571398669555,6832,1564,0,1564,0,1,1,0,10,10,,0,
0,0.29065416666666666,6832,2400,0,2400,0,2,1,0,10,10,,0,
0,0.1731813290021891,6832,2975,0,2975,0,3,1,0,12,10,,0,
0,0.22299347785993326,6832,846,0,846,0,4,1,0,10,10,,0,
0,0.3171878581163174,6832,637,0,637,0,5,1,0,8,10,,0,
0,0.30737380212337423,6832,1167,0,1167,0,6,1,0,9,10,,0,
0,0.19904369587464849,6832,341,0,341,0,7,1,0,9,10,,0,
0,0.22750902064285042,6832,2575,0,2575,0,8,1,0,11,10,,0,
0,0.1207009387206948,6832,766,0,766,0,9,1,0,11,10,,0,
0,0.19953643079724098,6832,1690,0,1690,0,10,1,0,12,10,,0,
