G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.09210883866523706,51875,1378,1378,1378,0,1,0,1378,13,10,,1,1
0,0.09517540746443079,51875,1169,1169,1169,0,2,0,1169,13,10,,1,1
0,0.10132037857744765,51875,1432,1432,1432,0,3,0,1432,13,10,,1,1
0,0.11312342449464922,51875,1450,1450,1450,0,4,0,1450,13,10,,1,1
0,0.11769579983604411,51875,1905,1905,1905,0,5,0,1905,13,10,,1,1
0,0.10564536369209501,51875,1479,1479,1479,0,6,0,1479,13,10,,1,1
0,0.10319920216398779,51875,1377,1377,1377,0,7,0,1377,13,10,,1,1
0,0.09558830987058299,51875,1256,1256,1256,0,8,0,1256,13,10,,1,1
0,0.14086347066204366,51875,1835,866,1835,0,9,0.5280653950953679,866,13,10,,0.4719346049046321,1
0,0.10122407535167915,51875,1673,0,1673,0,10,1,0,13,10,,0,
