run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_ce60ef31a372,active,0,200,80,40,80,22124.99999999999999999999999,0.009039548022598870056497175145
balanced_active_ce60ef31a372,active,1,140,40,60,40,24085.39999999999999999999999,0.005812649987129132171356921623
