G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2880285065209516,51920,1456,481,1456,0,1,0.6696428571428571,481,11,10,,0.33035714285714285,1
0,0.2599096325700426,51920,1426,0,1426,0,2,1,0,11,10,,0,
0,0.27336209736895173,51920,4961,0,4961,0,3,1,0,9,10,,0,
0,0.28865421283147596,51920,1697,0,1697,0,4,1,0,10,10,,0,
0,0.2062851315422064,51920,574,0,574,0,5,1,0,10,10,,0,
0,0.2599342482148632,51920,1713,0,1713,0,6,1,0,10,10,,0,
0,0.3262428800210266,51920,881,0,881,0,7,1,0,8,10,,0,
0,0.2582153458399685,51920,1131,0,1131,0,8,1,0,12,10,,0,
0,0.17237962253952524,51920,596,0,596,0,9,1,0,9,10,,0,
0,0.3306888849079988,51920,523,0,523,0,10,1,0,8,10,,0,
