G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.10677777777777778,10497,900,124,900,0,1,0.8622222222222222,124,10,10,,0.13777777777777778,1
0,0.10598443830901072,10497,835,313,835,0,2,0.6251497005988024,313,10,10,,0.37485029940119763,1
0,0.12174884071131868,10497,1254,358,1254,0,3,0.7145135566188198,358,10,10,,0.28548644338118023,1
0,0.10659352707544201,10497,921,510,921,0,4,0.44625407166123776,510,10,10,,0.5537459283387622,1
0,0.11658255916851452,10497,1082,950,1082,0,5,0.12199630314232902,950,10,10,,0.878003696857671,1
0,0.12241099850231325,10497,987,639,987,0,6,0.3525835866261398,639,10,10,,0.6474164133738601,1
0,0.11100020189378881,10497,893,726,893,0,7,0.187010078387458,726,10,10,,0.812989921612542,1
0,0.11149917801063958,10497,1013,606,1013,0,8,0.40177690029615004,606,10,10,,0.5982230997038499,1
0,0.10936770286296257,10497,857,624,857,0,9,0.2718786464410735,624,10,10,,0.7281213535589265,1
0,0.11937750583622599,10497,1207,468,1207,0,10,0.6122618061309031,468,10,10,,0.3877381938690969,1
