G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.11417520698138109,27955,2193,0,2193,0,1,1,0,13,10,,0,
0,0.09811930331489006,27955,1363,0,1363,0,2,1,0,13,10,,0,
0,0.10025594021993173,27955,1757,0,1757,0,3,1,0,13,10,,0,
0,0.1269835327602786,27955,1913,0,1913,0,4,1,0,13,10,,0,
0,0.12280453192147193,27955,1229,0,1229,0,5,1,0,13,10,,0,
0,0.11146497849200553,27955,1110,0,1110,0,6,1,0,13,10,,0,
0,0.0975375217864031,27955,1482,0,1482,0,7,1,0,13,10,,0,
0,0.08866483364792137,27955,1229,0,1229,0,8,1,0,13,10,,0,
0,0.09807586473499935,27955,1127,0,1127,0,9,1,0,13,10,,0,
0,0.10706088122244216,27955,1545,0,1545,0,10,1,0,13,10,,0,
