P_prefix,amount,day,payee,payer,step
116,116,1,H3,H2,1
190,74,1,H8,H7,2
273,83,1,H13,H12,3
403,130,1,H18,H17,4
503,100,1,H23,H22,5
603,100,1,H28,H27,6
731,128,1,H33,H32,7
797,66,1,H38,H37,8
962,165,1,H43,H42,9
1001,39,1,H48,H47,10
1038,37,1,H53,H52,11
1146,108,1,H58,H57,12
1281,135,1,H63,H62,13
1490,209,1,H68,H67,14
1588,98,1,H73,H72,15
1768,180,1,H78,H77,16
1807,39,1,H83,H82,17
1880,73,1,H88,H87,18
2015,135,1,H93,H92,19
2153,138,1,H98,H97,20
2178,25,1,big_mid,H2,21
2203,25,1,big_short,H7,22
2228,25,1,big_long,H12,23
2253,25,1,big_mid,H17,24
2278,25,1,big_short,H22,25
2303,25,1,big_long,H27,26
2328,25,1,big_mid,H32,27
2353,25,1,big_short,H37,28
2378,25,1,big_long,H42,29
2403,25,1,big_mid,H47,30
2428,25,1,big_short,H52,31
2453,25,1,big_long,H57,32
2478,25,1,big_mid,H62,33
2503,25,1,big_short,H67,34
2528,25,1,big_long,H72,35
2553,25,1,big_mid,H77,36
2578,25,1,big_short,H82,37
2603,25,1,big_long,H87,38
2628,25,1,big_mid,H92,39
2653,25,1,big_short,H97,40
212,212,3,H6,H5,1
277,65,3,H11,H10,2
419,142,3,H16,H15,3
633,214,3,H21,H20,4
733,100,3,H26,H25,5
838,105,3,H31,H30,6
977,139,3,H36,H35,7
1048,71,3,H41,H40,8
1177,129,3,H46,H45,9
1308,131,3,H51,H50,10
1375,67,3,H56,H55,11
1477,102,3,H61,H60,12
1582,105,3,H66,H65,13
1742,160,3,H71,H70,14
1939,197,3,H76,H75,15
2082,143,3,H81,H80,16
2196,114,3,H86,H85,17
2287,91,3,H91,H90,18
2383,96,3,H96,H95,19
2508,125,3,H1,H100,20
2533,25,3,big_mid,H5,21
2558,25,3,big_short,H10,22
2583,25,3,big_long,H15,23
2608,25,3,big_mid,H20,24
2633,25,3,big_short,H25,25
2658,25,3,big_long,H30,26
2683,25,3,big_mid,H35,27
2708,25,3,big_short,H40,28
2733,25,3,big_long,H45,29
2758,25,3,big_mid,H50,30
2783,25,3,big_short,H55,31
2808,25,3,big_long,H60,32
2833,25,3,big_mid,H65,33
2858,25,3,big_short,H70,34
2883,25,3,big_long,H75,35
2908,25,3,big_mid,H80,36
2933,25,3,big_short,H85,37
2958,25,3,big_long,H90,38
2983,25,3,big_mid,H95,39
3008,25,3,big_short,H100,40
34,34,5,H4,H3,1
156,122,5,H9,H8,2
355,199,5,H14,H13,3
441,86,5,H19,H18,4
587,146,5,H24,H23,5
653,66,5,H29,H28,6
756,103,5,H34,H33,7
913,157,5,H39,H38,8
991,78,5,H44,H43,9
1101,110,5,H49,H48,10
1254,153,5,H54,H53,11
1342,88,5,H59,H58,12
1614,272,5,H64,H63,13
1692,78,5,H69,H68,14
1789,97,5,H74,H73,15
1846,57,5,H79,H78,16
2033,187,5,H84,H83,17
2339,306,5,H89,H88,18
2416,77,5,H94,H93,19
2518,102,5,H99,H98,20
2543,25,5,big_long,H3,21
2568,25,5,big_mid,H8,22
2593,25,5,big_short,H13,23
2618,25,5,big_long,H18,24
2643,25,5,big_mid,H23,25
2668,25,5,big_short,H28,26
2693,25,5,big_long,H33,27
2718,25,5,big_mid,H38,28
2743,25,5,big_short,H43,29
2768,25,5,big_long,H48,30
2793,25,5,big_mid,H53,31
2818,25,5,big_short,H58,32
2843,25,5,big_long,H63,33
2868,25,5,big_mid,H68,34
2893,25,5,big_short,H73,35
2918,25,5,big_long,H78,36
2943,25,5,big_mid,H83,37
2968,25,5,big_short,H88,38
2993,25,5,big_long,H93,39
3018,25,5,big_mid,H98,40
129,129,7,H2,H1,1
349,220,7,H7,H6,2
499,150,7,H12,H11,3
600,101,7,H17,H16,4
841,241,7,H22,H21,5
937,96,7,H27,H26,6
1164,227,7,H32,H31,7
1396,232,7,H37,H36,8
1566,170,7,H42,H41,9
1625,59,7,H47,H46,10
1829,204,7,H52,H51,11
2016,187,7,H57,H56,12
2144,128,7,H62,H61,13
2229,85,7,H67,H66,14
2394,165,7,H72,H71,15
2486,92,7,H77,H76,16
2612,126,7,H82,H81,17
2735,123,7,H87,H86,18
3019,284,7,H92,H91,19
3099,80,7,H97,H96,20
3124,25,7,big_short,H1,21
3149,25,7,big_long,H6,22
3174,25,7,big_mid,H11,23
3199,25,7,big_short,H16,24
3224,25,7,big_long,H21,25
3249,25,7,big_mid,H26,26
3274,25,7,big_short,H31,27
3299,25,7,big_long,H36,28
3324,25,7,big_mid,H41,29
3349,25,7,big_short,H46,30
3374,25,7,big_long,H51,31
3399,25,7,big_mid,H56,32
3424,25,7,big_short,H61,33
3449,25,7,big_long,H66,34
3474,25,7,big_mid,H71,35
3499,25,7,big_short,H76,36
3524,25,7,big_long,H81,37
3549,25,7,big_mid,H86,38
3574,25,7,big_short,H91,39
3599,25,7,big_long,H96,40
177,177,9,H5,H4,1
236,59,9,H10,H9,2
322,86,9,H15,H14,3
419,97,9,H20,H19,4
512,93,9,H25,H24,5
563,51,9,H30,H29,6
608,45,9,H35,H34,7
722,114,9,H40,H39,8
919,197,9,H45,H44,9
1112,193,9,H50,H49,10
1264,152,9,H55,H54,11
1348,84,9,H60,H59,12
1473,125,9,H65,H64,13
1623,150,9,H70,H69,14
1742,119,9,H75,H74,15
1787,45,9,H80,H79,16
1872,85,9,H85,H84,17
1961,89,9,H90,H89,18
2014,53,9,H95,H94,19
2171,157,9,H100,H99,20
2196,25,9,big_short,H4,21
2221,25,9,big_long,H9,22
2246,25,9,big_mid,H14,23
2271,25,9,big_short,H19,24
2296,25,9,big_long,H24,25
2321,25,9,big_mid,H29,26
2346,25,9,big_short,H34,27
2371,25,9,big_long,H39,28
2396,25,9,big_mid,H44,29
2421,25,9,big_short,H49,30
2446,25,9,big_long,H54,31
2471,25,9,big_mid,H59,32
2496,25,9,big_short,H64,33
2521,25,9,big_long,H69,34
2546,25,9,big_mid,H74,35
2571,25,9,big_short,H79,36
2596,25,9,big_long,H84,37
2621,25,9,big_mid,H89,38
2646,25,9,big_short,H94,39
2671,25,9,big_long,H99,40
