G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.13979423743754169,20000,1553,473,1553,0,1,0.6954282034771411,473,10,10,,0.304571796522859,1
0,0.13020325716449943,20000,890,890,890,0,2,0,890,10,10,,1,1
0,0.12698949238970872,20000,1204,970,1204,0,3,0.19435215946843853,970,10,10,,0.8056478405315615,1
0,0.16051971439976775,20000,1328,713,1328,0,4,0.4631024096385542,713,10,10,,0.5368975903614458,1
0,0.17104201374427322,20000,784,570,784,0,5,0.2729591836734694,570,10,10,,0.7270408163265306,1
0,0.1568415359653867,20000,688,688,688,0,6,0,688,10,10,,1,1
0,0.1271385503362622,20000,985,985,985,0,7,0,985,10,10,,1,1
0,0.11742301918941946,20000,785,785,785,0,8,0,785,10,10,,1,1
0,0.134569925153653,20000,699,699,699,0,9,0,699,10,10,,1,1
0,0.13964460875657786,20000,1036,1036,1036,0,10,0,1036,10,10,,1,1
