G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.09709414348059892,6993,1629,0,1629,0,1,1,0,13,10,,0,
0,0.1007694675284703,6993,1425,0,1425,0,2,1,0,13,10,,0,
0,0.0838259430601773,6993,1332,0,1332,0,3,1,0,13,10,,0,
0,0.08133065211146222,6993,1475,0,1475,0,4,1,0,13,10,,0,
0,0.08702310781744697,6993,1588,0,1588,0,5,1,0,13,10,,0,
0,0.09034365892268457,6993,1667,0,1667,0,6,1,0,13,10,,0,
0,0.09550509625581319,6993,1341,0,1341,0,7,1,0,13,10,,0,
0,0.08478123816294021,6993,1756,0,1756,0,8,1,0,13,10,,0,
0,0.08821274238227146,6993,1425,0,1425,0,9,1,0,13,10,,0,
0,0.09450057629387269,6993,1312,0,1312,0,10,1,0,13,10,,0,
