P_prefix,amount,day,payee,payer,step
89,89,1,H3,H2,1
123,34,1,H8,H7,2
137,14,1,H13,H12,3
138,1,1,H18,H17,4
149,11,1,H23,H22,5
154,5,1,H28,H27,6
238,84,1,H33,H32,7
354,116,1,dealer_short,H37,8
357,3,1,H43,H42,9
425,68,1,H48,H47,10
453,28,1,H53,H52,11
620,167,1,H58,H57,12
622,2,1,H63,H62,13
634,12,1,H68,H67,14
654,20,1,H73,H72,15
706,52,1,H78,H77,16
765,59,1,H83,H82,17
812,47,1,dealer_short,H92,18
96,96,3,H4,H3,1
181,85,3,dealer_short,H8,2
361,180,3,H14,H13,3
362,1,3,H19,H18,4
543,181,3,H24,H23,5
568,25,3,H29,H28,6
581,13,3,H34,H33,7
670,89,3,H44,H43,8
783,113,3,H49,H48,9
824,41,3,H54,H53,10
892,68,3,dealer_short,H63,11
1024,132,3,H74,H73,12
1053,29,3,dealer_short,H78,13
1190,137,3,H89,H88,14
75,75,5,H5,H4,1
289,214,5,H10,H9,2
310,21,5,H15,H14,3
314,4,5,H20,H19,4
332,18,5,H30,H29,5
335,3,5,H35,H34,6
360,25,5,H45,H44,7
397,37,5,H50,H49,8
444,47,5,H55,H54,9
591,147,5,H60,H59,10
816,225,5,H65,H64,11
927,111,5,dealer_short,H69,12
935,8,5,dealer_short,H74,13
961,26,5,H85,H84,14
988,27,5,H90,H89,15
1092,104,5,H100,H99,16
3,3,7,H6,H5,1
93,90,7,H39,H10,2
256,163,7,H16,H15,3
322,66,7,H21,H20,4
324,2,7,H26,H25,5
326,2,7,dealer_short,H30,6
336,10,7,H36,H35,7
341,5,7,H46,H45,8
440,99,7,H51,H50,9
451,11,7,H56,H55,10
494,43,7,H61,H60,11
499,5,7,dealer_short,H65,12
712,213,7,H71,H70,13
1194,482,7,H81,H80,14
1284,90,7,H86,H85,15
1307,23,7,dealer_short,H90,16
1324,17,7,H96,H95,17
1376,52,7,H1,H100,18
21,21,9,H2,H1,1
191,170,9,H7,H6,2
434,243,9,H12,H11,3
442,8,9,H17,H16,4
458,16,9,H22,H21,5
491,33,9,H27,H26,6
661,170,9,H37,H36,7
702,41,9,H42,H41,8
764,62,9,H47,H46,9
839,75,9,H52,H51,10
843,4,9,H57,H56,11
922,79,9,H62,H61,12
928,6,9,H72,H71,13
936,8,9,H77,H76,14
937,1,9,H87,H86,15
1106,169,9,H97,H96,16
