run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_2beec38532b1,active,H2,PAY_c20f3b11df68,1,3067,repaid,0,1,5204.00,sell_before
balanced_active_2beec38532b1,active,H2,PAY_9ea1fcef0d6d,1,500,repaid,0,1,5204.00,sell_before
