G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2737125824022251,14375,1532,7,1532,0,1,0.9954308093994778,7,12,10,,0.0045691906005221935,1
0,0.2914636238236584,14375,2515,0,2515,0,2,1,0,10,10,,0,
0,0.13228408546006712,14375,685,0,685,0,3,1,0,12,10,,0,
0,0.27729555459110916,14375,762,0,762,0,4,1,0,12,10,,0,
0,0.336708401589302,14375,2996,0,2996,0,5,1,0,9,10,,0,
0,0.59636431950839,14375,2244,0,2244,0,6,1,0,9,10,,0,
0,0.19910102919554715,14375,690,0,690,0,7,1,0,10,10,,0,
0,0.39455718804203654,14375,1980,0,1980,0,8,1,0,11,10,,0,
0,0.16272202998846597,14375,510,0,510,0,9,1,0,9,10,,0,
0,0.1923805601696559,14375,1043,0,1043,0,10,1,0,10,10,,0,
