G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.0477461504650023,14375,10895,275,14955,0.27148110999665664,1,0.9705784018722835,440,39,64,,0.029421598127716483,1.6
