run_id,regime,day,bucket,dealer_inventory,max_capacity,capacity_pct,is_at_zero,hit_vbt_this_step,total_system_face,dealer_share_pct
balanced_active_e2b9f2b1661e,active,0,long,0,0,0,True,False,80,0
balanced_active_e2b9f2b1661e,active,0,mid,0,0,0,True,False,40,0
balanced_active_e2b9f2b1661e,active,0,short,0,0,0,True,False,80,0
balanced_active_e2b9f2b1661e,active,1,long,0,0,0,True,False,20,0
balanced_active_e2b9f2b1661e,active,1,mid,0,0,0,True,False,40,0
balanced_active_e2b9f2b1661e,active,1,short,0,0,0,True,False,20,0
